source,clip,video,seconds,system,condition,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,atten20_frac,mean_atten_db,gate_mean,burst_frac,limiter_frac
mad_communication,mad:training/437_8,dBHGWbfbuuk,5.0000,gtcrn_pretrained,mono,2.8866,3.8817,2.6038,0.3413,15.9093,nan,nan,nan
mad_communication,mad:training/437_8,dBHGWbfbuuk,5.0000,r7,ref_dup,2.6214,3.9412,2.0452,1.0000,48.0962,0.5815,0.2452,0.0382
mad_communication,mad:training/437_8,dBHGWbfbuuk,5.0000,r7,ref_zero,2.8386,3.9692,2.5929,0.3889,14.4142,0.0000,0.0000,0.0000
mad_communication,mad:training/437_8,dBHGWbfbuuk,5.0000,raw,mono,2.9331,3.4948,2.4769,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/438_1,LRrlQeozSxY,3.0000,gtcrn_pretrained,mono,2.7895,3.7157,2.4495,0.2214,9.0664,nan,nan,nan
mad_communication,mad:training/438_1,LRrlQeozSxY,3.0000,r7,ref_dup,2.5217,3.6708,2.0088,1.0000,42.1545,0.7213,0.1376,0.0000
mad_communication,mad:training/438_1,LRrlQeozSxY,3.0000,r7,ref_zero,2.3988,3.4545,2.0737,0.1069,5.2594,0.0000,0.0000,0.0000
mad_communication,mad:training/438_1,LRrlQeozSxY,3.0000,raw,mono,3.1176,3.1182,2.4859,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/439_5,XXhzdeMMb8g,3.0000,gtcrn_pretrained,mono,2.7467,4.0210,2.4274,0.4082,17.7670,nan,nan,nan
mad_communication,mad:training/439_5,XXhzdeMMb8g,3.0000,r7,ref_dup,2.4847,3.6057,1.9114,1.0000,36.6480,0.8408,0.0847,0.0000
mad_communication,mad:training/439_5,XXhzdeMMb8g,3.0000,r7,ref_zero,2.0557,3.4509,1.7836,0.1224,7.9643,0.0000,0.0000,0.0000
mad_communication,mad:training/439_5,XXhzdeMMb8g,3.0000,raw,mono,1.9502,1.5383,1.4335,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/440_3,DnLan6X1tDw,5.0000,gtcrn_pretrained,mono,3.2035,3.9686,2.8287,0.2720,12.4954,nan,nan,nan
mad_communication,mad:training/440_3,DnLan6X1tDw,5.0000,r7,ref_dup,2.5428,3.8069,1.8901,1.0000,38.7237,0.8662,0.0637,0.0000
mad_communication,mad:training/440_3,DnLan6X1tDw,5.0000,r7,ref_zero,3.1571,3.8926,2.7592,0.2280,9.1053,0.0000,0.0000,0.0000
mad_communication,mad:training/440_3,DnLan6X1tDw,5.0000,raw,mono,3.3039,3.1590,2.5785,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/446_7,b0Tbfheq2oQ,4.0000,gtcrn_pretrained,mono,2.8853,3.8033,2.5750,0.4200,15.6816,nan,nan,nan
mad_communication,mad:training/446_7,b0Tbfheq2oQ,4.0000,r7,ref_dup,1.9507,3.3613,1.5257,1.0000,44.9905,0.7291,0.1116,0.0000
mad_communication,mad:training/446_7,b0Tbfheq2oQ,4.0000,r7,ref_zero,2.9499,2.7066,2.2304,0.3050,12.2479,0.0000,0.0000,0.0000
mad_communication,mad:training/446_7,b0Tbfheq2oQ,4.0000,raw,mono,3.2386,1.5016,1.8349,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/447_7,tM3fIawjRn8,5.0000,gtcrn_pretrained,mono,2.7720,4.0211,2.4478,0.5080,23.0322,nan,nan,nan
mad_communication,mad:training/447_7,tM3fIawjRn8,5.0000,r7,ref_dup,2.8027,3.9641,2.1912,1.0000,40.6067,0.7866,0.1083,0.0000
mad_communication,mad:training/447_7,tM3fIawjRn8,5.0000,r7,ref_zero,2.5826,3.7929,2.2281,0.4080,16.3116,0.0000,0.0000,0.0000
mad_communication,mad:training/447_7,tM3fIawjRn8,5.0000,raw,mono,2.9776,2.8157,2.3058,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/448_10,3O1G1B7izSI,8.0000,gtcrn_pretrained,mono,2.5288,3.7904,2.2999,0.2456,13.7279,nan,nan,nan
mad_communication,mad:training/448_10,3O1G1B7izSI,8.0000,r7,ref_dup,2.6446,3.6953,2.0734,1.0000,43.8245,0.7630,0.1238,0.0000
mad_communication,mad:training/448_10,3O1G1B7izSI,8.0000,r7,ref_zero,2.4057,2.8184,1.8557,0.1429,5.8597,0.0000,0.0000,0.0000
mad_communication,mad:training/448_10,3O1G1B7izSI,8.0000,raw,mono,2.3820,1.7236,1.5323,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/454_5,L35RtDA0lqk,10.0000,gtcrn_pretrained,mono,2.2344,3.8666,2.0625,0.5280,24.1674,nan,nan,nan
mad_communication,mad:training/454_5,L35RtDA0lqk,10.0000,r7,ref_dup,2.4861,3.4860,1.8827,1.0000,40.8756,0.7939,0.1054,0.0000
mad_communication,mad:training/454_5,L35RtDA0lqk,10.0000,r7,ref_zero,2.0046,2.9787,1.6745,0.3320,13.2701,0.0000,0.0000,0.0000
mad_communication,mad:training/454_5,L35RtDA0lqk,10.0000,raw,mono,1.4374,1.3148,1.2124,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/460_8,Dumo2etHkIk,9.0000,gtcrn_pretrained,mono,2.9206,3.9486,2.6418,0.2156,10.6182,nan,nan,nan
mad_communication,mad:training/460_8,Dumo2etHkIk,9.0000,r7,ref_dup,2.6083,3.6391,2.0263,1.0000,37.3863,0.7537,0.1259,0.0035
mad_communication,mad:training/460_8,Dumo2etHkIk,9.0000,r7,ref_zero,3.0453,3.7407,2.6748,0.1689,7.8595,0.0000,0.0000,0.0000
mad_communication,mad:training/460_8,Dumo2etHkIk,9.0000,raw,mono,3.5257,2.5409,2.4185,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/461_6,hVgXyf3cyJI,6.0000,gtcrn_pretrained,mono,3.0466,3.5297,2.6089,0.0168,5.1498,nan,nan,nan
mad_communication,mad:training/461_6,hVgXyf3cyJI,6.0000,r7,ref_dup,2.3079,3.4820,1.7946,1.0000,40.9735,0.8723,0.0691,0.0000
mad_communication,mad:training/461_6,hVgXyf3cyJI,6.0000,r7,ref_zero,2.7211,2.8755,2.1098,0.0909,6.1812,0.0000,0.0000,0.0000
mad_communication,mad:training/461_6,hVgXyf3cyJI,6.0000,raw,mono,3.4295,2.2735,2.2973,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/462_10,u43Z54mddn4,10.0000,gtcrn_pretrained,mono,2.8332,4.0481,2.5291,0.5120,21.8378,nan,nan,nan
mad_communication,mad:training/462_10,u43Z54mddn4,10.0000,r7,ref_dup,2.6100,3.7203,2.0740,1.0000,34.6572,0.8512,0.0735,0.0016
mad_communication,mad:training/462_10,u43Z54mddn4,10.0000,r7,ref_zero,2.8565,3.4049,2.3745,0.2620,11.8075,0.0000,0.0000,0.0000
mad_communication,mad:training/462_10,u43Z54mddn4,10.0000,raw,mono,3.2944,2.5396,2.2433,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/463_4,_e6-UA3PRIU,5.0000,gtcrn_pretrained,mono,2.1132,3.8018,1.9092,0.5584,23.7725,nan,nan,nan
mad_communication,mad:training/463_4,_e6-UA3PRIU,5.0000,r7,ref_dup,2.5271,3.9432,1.9879,1.0000,45.9174,0.5257,0.2834,0.0000
mad_communication,mad:training/463_4,_e6-UA3PRIU,5.0000,r7,ref_zero,2.2656,3.3056,1.8962,0.4589,18.2622,0.0000,0.0000,0.0000
mad_communication,mad:training/463_4,_e6-UA3PRIU,5.0000,raw,mono,1.2951,1.3043,1.1294,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/464_31,UOuGC4NErpo,5.0000,gtcrn_pretrained,mono,2.7158,3.7308,2.3774,0.2320,12.7780,nan,nan,nan
mad_communication,mad:training/464_31,UOuGC4NErpo,5.0000,r7,ref_dup,2.5365,3.6170,1.9857,1.0000,37.1727,0.8392,0.0796,0.0000
mad_communication,mad:training/464_31,UOuGC4NErpo,5.0000,r7,ref_zero,2.2373,3.0233,1.8549,0.1240,8.2419,0.0000,0.0000,0.0000
mad_communication,mad:training/464_31,UOuGC4NErpo,5.0000,raw,mono,2.6599,2.0432,1.7611,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/468_5,SSb7xh7yFGs,3.0000,gtcrn_pretrained,mono,2.1462,3.9673,1.9045,0.3200,13.2338,nan,nan,nan
mad_communication,mad:training/468_5,SSb7xh7yFGs,3.0000,r7,ref_dup,2.5538,3.8663,1.9780,1.0000,36.8111,0.5816,0.2169,0.0000
mad_communication,mad:training/468_5,SSb7xh7yFGs,3.0000,r7,ref_zero,1.7073,3.2071,1.3847,0.0067,3.0520,0.0000,0.0000,0.0000
mad_communication,mad:training/468_5,SSb7xh7yFGs,3.0000,raw,mono,2.2921,2.3783,1.6022,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/471_0,jNGOgWcdtBI,4.0000,gtcrn_pretrained,mono,2.8561,3.8991,2.5241,0.2033,8.6042,nan,nan,nan
mad_communication,mad:training/471_0,jNGOgWcdtBI,4.0000,r7,ref_dup,2.5434,3.7769,1.9970,1.0000,39.2900,0.7872,0.1036,0.0000
mad_communication,mad:training/471_0,jNGOgWcdtBI,4.0000,r7,ref_zero,2.7988,3.1155,2.1914,0.1374,7.2392,0.0000,0.0000,0.0000
mad_communication,mad:training/471_0,jNGOgWcdtBI,4.0000,raw,mono,2.9736,1.9398,1.8807,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/474_0,tP-ysPz7tJ8,6.0000,gtcrn_pretrained,mono,2.3262,3.6049,2.0353,0.3901,15.8375,nan,nan,nan
mad_communication,mad:training/474_0,tP-ysPz7tJ8,6.0000,r7,ref_dup,2.5910,3.8904,2.0215,1.0000,40.1522,0.6261,0.2314,0.0266
mad_communication,mad:training/474_0,tP-ysPz7tJ8,6.0000,r7,ref_zero,2.5627,3.2572,2.1742,0.2088,9.5464,0.0000,0.0000,0.0000
mad_communication,mad:training/474_0,tP-ysPz7tJ8,6.0000,raw,mono,3.1132,2.9002,2.4052,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/481_1,Zmtts5FaNDA,5.0000,gtcrn_pretrained,mono,2.3749,3.6097,2.1366,0.2920,15.3883,nan,nan,nan
mad_communication,mad:training/481_1,Zmtts5FaNDA,5.0000,r7,ref_dup,2.4124,3.2114,1.8129,1.0000,42.5378,0.7643,0.1306,0.0000
mad_communication,mad:training/481_1,Zmtts5FaNDA,5.0000,r7,ref_zero,2.1676,2.7813,1.7531,0.1200,5.9276,0.0000,0.0000,0.0000
mad_communication,mad:training/481_1,Zmtts5FaNDA,5.0000,raw,mono,1.8029,1.4050,1.3194,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/482_14,1l8J2t37tD4,7.0000,gtcrn_pretrained,mono,3.4221,4.0818,3.1381,0.0155,1.8676,nan,nan,nan
mad_communication,mad:training/482_14,1l8J2t37tD4,7.0000,r7,ref_dup,2.5989,3.8794,2.0491,1.0000,42.8816,0.6173,0.2369,0.0501
mad_communication,mad:training/482_14,1l8J2t37tD4,7.0000,r7,ref_zero,3.3380,3.5699,2.7800,0.0000,0.1036,0.0000,0.0000,0.0000
mad_communication,mad:training/482_14,1l8J2t37tD4,7.0000,raw,mono,3.4405,3.5015,2.8366,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/486_3,XHR0ZpBqiu4,9.0000,gtcrn_pretrained,mono,3.2863,4.1052,3.0385,0.0000,0.7127,nan,nan,nan
mad_communication,mad:training/486_3,XHR0ZpBqiu4,9.0000,r7,ref_dup,2.6953,3.9016,2.1117,1.0000,43.0817,0.6436,0.2074,0.0142
mad_communication,mad:training/486_3,XHR0ZpBqiu4,9.0000,r7,ref_zero,3.2139,3.7852,2.8191,0.0000,0.3276,0.0000,0.0000,0.0000
mad_communication,mad:training/486_3,XHR0ZpBqiu4,9.0000,raw,mono,3.4147,3.7254,2.9566,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/489_3,nvgd3VMzKVM,4.0000,gtcrn_pretrained,mono,2.4731,3.9411,1.9620,0.2050,13.3797,nan,nan,nan
mad_communication,mad:training/489_3,nvgd3VMzKVM,4.0000,r7,ref_dup,2.7757,4.0219,2.2006,1.0000,32.8279,0.7968,0.1275,0.0239
mad_communication,mad:training/489_3,nvgd3VMzKVM,4.0000,r7,ref_zero,1.8433,2.9232,1.3844,0.0000,5.0493,0.0000,0.0000,0.0000
mad_communication,mad:training/489_3,nvgd3VMzKVM,4.0000,raw,mono,1.2204,1.5763,1.0083,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/494_9,gshBDiDBHnk,8.0000,gtcrn_pretrained,mono,2.3230,3.3990,2.0016,0.3225,14.7194,nan,nan,nan
mad_communication,mad:training/494_9,gshBDiDBHnk,8.0000,r7,ref_dup,2.3761,3.5206,1.9330,1.0000,41.6066,0.8777,0.0599,0.0000
mad_communication,mad:training/494_9,gshBDiDBHnk,8.0000,r7,ref_zero,2.8514,2.3386,1.8937,0.1300,8.2182,0.0000,0.0000,0.0000
mad_communication,mad:training/494_9,gshBDiDBHnk,8.0000,raw,mono,1.8884,1.1472,1.2469,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/496_4,AZmYdFyzTzc,9.0000,gtcrn_pretrained,mono,2.1789,3.4991,1.8972,0.3527,15.8494,nan,nan,nan
mad_communication,mad:training/496_4,AZmYdFyzTzc,9.0000,r7,ref_dup,2.4063,3.6148,1.8905,1.0000,37.7457,0.7253,0.1720,0.0301
mad_communication,mad:training/496_4,AZmYdFyzTzc,9.0000,r7,ref_zero,2.1814,3.0593,1.8286,0.1546,9.2965,0.0000,0.0000,0.0000
mad_communication,mad:training/496_4,AZmYdFyzTzc,9.0000,raw,mono,1.1868,1.1258,1.1147,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/511_2,C0NzkieCEBU,5.0000,gtcrn_pretrained,mono,3.2774,3.2018,2.6142,0.0095,2.1524,nan,nan,nan
mad_communication,mad:training/511_2,C0NzkieCEBU,5.0000,r7,ref_dup,2.2027,3.6197,1.8496,1.0000,42.6927,0.5141,0.2580,0.0159
mad_communication,mad:training/511_2,C0NzkieCEBU,5.0000,r7,ref_zero,3.4546,2.5669,2.4720,0.0047,1.7152,0.0000,0.0000,0.0000
mad_communication,mad:training/511_2,C0NzkieCEBU,5.0000,raw,mono,3.4714,2.3932,2.4142,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/515_11,2azM9R_qEUU,4.0000,gtcrn_pretrained,mono,3.0026,3.9384,2.6599,0.0350,3.7549,nan,nan,nan
mad_communication,mad:training/515_11,2azM9R_qEUU,4.0000,r7,ref_dup,2.6132,3.5547,1.9794,1.0000,36.9615,0.6042,0.2072,0.0000
mad_communication,mad:training/515_11,2azM9R_qEUU,4.0000,r7,ref_zero,2.8033,3.7145,2.3564,0.0150,3.3226,0.0000,0.0000,0.0000
mad_communication,mad:training/515_11,2azM9R_qEUU,4.0000,raw,mono,3.2306,3.0245,2.3762,0.0000,0.0000,nan,nan,nan
web_abcd,web:abcd,abcd,37.1519,gtcrn_pretrained,mono,2.2225,3.4177,1.9475,0.3278,14.2189,nan,nan,nan
web_abcd,web:abcd,abcd,37.1519,r7,ref_dup,2.7432,3.9473,2.1562,1.0000,63.1820,0.0030,0.9970,0.9966
web_abcd,web:abcd,abcd,37.1519,r7,ref_zero,2.2839,2.6679,1.8133,0.1440,9.4698,0.0030,0.0000,0.0000
web_abcd,web:abcd,abcd,37.1519,r7,stereo_LR,2.0480,2.7946,1.6083,0.7917,29.4494,0.6381,0.0693,0.0086
web_abcd,web:abcd,abcd,37.1519,raw,mono,1.2093,1.1312,1.1161,0.0000,0.0000,nan,nan,nan
