source,clip,video,seconds,system,condition,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,atten20_frac,mean_atten_db,gate_mean,burst_frac,limiter_frac
mad_communication,mad:test/052_7,_b8fADe41w0,5.0000,gtcrn_pretrained,mono,1.9291,3.5298,1.7291,0.4480,20.9223,nan,nan,nan
mad_communication,mad:test/052_7,_b8fADe41w0,5.0000,r7,ref_dup,2.5427,3.4162,1.9085,1.0000,46.8798,1.0000,0.0000,0.0000
mad_communication,mad:test/052_7,_b8fADe41w0,5.0000,r7,ref_zero,2.0397,1.8839,1.5238,0.0920,9.9680,0.0000,0.0000,0.0000
mad_communication,mad:test/052_7,_b8fADe41w0,5.0000,raw,mono,1.1811,1.1366,1.0907,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/079_5,sMnN2xZCook,5.0000,gtcrn_pretrained,mono,1.8456,3.6942,1.6799,0.3736,18.7821,nan,nan,nan
mad_communication,mad:test/079_5,sMnN2xZCook,5.0000,r7,ref_dup,2.4739,3.7497,1.9620,1.0000,46.2313,0.5395,0.2866,0.1274
mad_communication,mad:test/079_5,sMnN2xZCook,5.0000,r7,ref_zero,2.0798,2.9333,1.6738,0.0000,2.7419,0.0000,0.0000,0.0000
mad_communication,mad:test/079_5,sMnN2xZCook,5.0000,raw,mono,2.6380,2.6424,2.0177,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/080_5,test/080,3.0186,gtcrn_pretrained,mono,1.7976,3.4494,1.5581,0.7867,30.7091,nan,nan,nan
mad_communication,mad:test/080_5,test/080,3.0186,r7,ref_dup,2.3001,3.2214,1.8045,1.0000,40.9616,0.8395,0.0737,0.0000
mad_communication,mad:test/080_5,test/080,3.0186,r7,ref_zero,2.1750,3.4081,1.8706,0.1933,10.6403,0.0000,0.0000,0.0000
mad_communication,mad:test/080_5,test/080,3.0186,raw,mono,1.5621,1.2577,1.2332,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/094_8,ylkEfC-CoyI,2.0201,gtcrn_pretrained,mono,1.6186,3.6687,1.4083,0.8515,33.1095,nan,nan,nan
mad_communication,mad:test/094_8,ylkEfC-CoyI,2.0201,r7,ref_dup,2.5682,3.3872,1.9516,1.0000,41.0608,0.8203,0.0938,0.0000
mad_communication,mad:test/094_8,ylkEfC-CoyI,2.0201,r7,ref_zero,2.0243,3.5090,1.7777,0.4356,19.0820,0.0000,0.0000,0.0000
mad_communication,mad:test/094_8,ylkEfC-CoyI,2.0201,raw,mono,2.2565,2.7559,1.8798,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/102_12,test/102,4.0170,gtcrn_pretrained,mono,2.8790,3.0909,2.2407,0.0718,5.5884,nan,nan,nan
mad_communication,mad:test/102_12,test/102,4.0170,r7,ref_dup,2.2488,3.5668,1.8432,1.0000,44.1999,0.5820,0.2292,0.0000
mad_communication,mad:test/102_12,test/102,4.0170,r7,ref_zero,2.9650,2.2453,1.9486,0.0308,3.2145,0.0000,0.0000,0.0000
mad_communication,mad:test/102_12,test/102,4.0170,raw,mono,3.2843,1.8578,1.9923,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/115_15,wmRxVu42BgA,10.0000,gtcrn_pretrained,mono,2.7620,3.6317,2.4254,0.2060,11.5085,nan,nan,nan
mad_communication,mad:test/115_15,wmRxVu42BgA,10.0000,r7,ref_dup,2.2306,3.5935,1.7963,1.0000,41.1505,0.7396,0.1374,0.0016
mad_communication,mad:test/115_15,wmRxVu42BgA,10.0000,r7,ref_zero,3.1635,2.3205,2.1257,0.1060,5.7505,0.0000,0.0000,0.0000
mad_communication,mad:test/115_15,wmRxVu42BgA,10.0000,raw,mono,1.2380,1.1330,1.1335,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/127_11,iH1GMjD_BuI,3.0294,gtcrn_pretrained,mono,2.4935,3.8286,2.1702,0.2914,13.4552,nan,nan,nan
mad_communication,mad:test/127_11,iH1GMjD_BuI,3.0294,r7,ref_dup,2.4506,3.7294,1.9036,1.0000,39.5668,0.9450,0.0262,0.0000
mad_communication,mad:test/127_11,iH1GMjD_BuI,3.0294,r7,ref_zero,2.6197,3.1758,2.0863,0.1722,8.6647,0.0000,0.0000,0.0000
mad_communication,mad:test/127_11,iH1GMjD_BuI,3.0294,raw,mono,2.7464,2.2409,2.0072,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/147_82,EKJaJIWD7ts,5.0154,gtcrn_pretrained,mono,2.1034,3.7309,1.8925,0.4640,18.8264,nan,nan,nan
mad_communication,mad:test/147_82,EKJaJIWD7ts,5.0154,r7,ref_dup,2.5119,3.7867,2.0697,1.0000,37.6889,0.8378,0.0825,0.0000
mad_communication,mad:test/147_82,EKJaJIWD7ts,5.0154,r7,ref_zero,2.1274,3.3075,1.8354,0.2760,12.6219,0.0000,0.0000,0.0000
mad_communication,mad:test/147_82,EKJaJIWD7ts,5.0154,raw,mono,1.8498,1.8678,1.5149,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/148_4,test/148,3.0000,gtcrn_pretrained,mono,3.2201,4.0201,2.9120,0.3000,11.6997,nan,nan,nan
mad_communication,mad:test/148_4,test/148,3.0000,r7,ref_dup,2.6478,3.8547,2.0277,1.0000,36.5277,0.7227,0.1587,0.0000
mad_communication,mad:test/148_4,test/148,3.0000,r7,ref_zero,3.2993,3.8654,2.9353,0.1133,6.6425,0.0000,0.0000,0.0000
mad_communication,mad:test/148_4,test/148,3.0000,raw,mono,3.5830,3.3288,2.8417,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/151_20,test/151,4.0170,gtcrn_pretrained,mono,2.6845,3.3480,2.1437,0.1200,9.1229,nan,nan,nan
mad_communication,mad:test/151_20,test/151,4.0170,r7,ref_dup,2.6002,3.6751,1.9887,1.0000,37.3705,0.8379,0.0751,0.0000
mad_communication,mad:test/151_20,test/151,4.0170,r7,ref_zero,2.7324,2.8901,2.0899,0.0450,5.8592,0.0000,0.0000,0.0000
mad_communication,mad:test/151_20,test/151,4.0170,raw,mono,2.9815,2.3366,2.0886,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/152_15,fCZK3Lckq_c,3.0000,gtcrn_pretrained,mono,2.8218,3.8150,2.5368,0.2467,13.4983,nan,nan,nan
mad_communication,mad:test/152_15,fCZK3Lckq_c,3.0000,r7,ref_dup,2.1887,3.4805,1.7011,1.0000,46.0707,0.8122,0.0688,0.0000
mad_communication,mad:test/152_15,fCZK3Lckq_c,3.0000,r7,ref_zero,2.9530,2.4141,1.9124,0.0733,5.6861,0.0000,0.0000,0.0000
mad_communication,mad:test/152_15,fCZK3Lckq_c,3.0000,raw,mono,3.2880,2.1289,2.0872,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/161_15,60bZqwvjWa8,9.0000,gtcrn_pretrained,mono,2.5162,3.9100,2.1956,0.3110,14.1653,nan,nan,nan
mad_communication,mad:test/161_15,60bZqwvjWa8,9.0000,r7,ref_dup,2.3260,3.7024,1.8635,1.0000,36.1279,0.7470,0.1401,0.0124
mad_communication,mad:test/161_15,60bZqwvjWa8,9.0000,r7,ref_zero,2.6597,2.9881,2.0228,0.0291,4.8999,0.0000,0.0000,0.0000
mad_communication,mad:test/161_15,60bZqwvjWa8,9.0000,raw,mono,2.8444,2.4203,2.0750,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/163_11,gqbfJRuaUQY,2.0000,gtcrn_pretrained,mono,2.3911,3.8914,2.0304,0.2100,9.4269,nan,nan,nan
mad_communication,mad:test/163_11,gqbfJRuaUQY,2.0000,r7,ref_dup,2.6731,3.8962,2.0735,0.9900,36.0564,0.6362,0.2143,0.0635
mad_communication,mad:test/163_11,gqbfJRuaUQY,2.0000,r7,ref_zero,2.1071,1.9689,1.4368,0.0000,2.6455,0.0000,0.0000,0.0000
mad_communication,mad:test/163_11,gqbfJRuaUQY,2.0000,raw,mono,2.1705,1.7583,1.5025,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/174_1,1VODpmWTj_A,4.0387,gtcrn_pretrained,mono,1.9836,3.9238,1.7727,0.5821,24.3050,nan,nan,nan
mad_communication,mad:test/174_1,1VODpmWTj_A,4.0387,r7,ref_dup,2.8327,3.9462,2.2413,1.0000,38.7339,1.0000,0.0000,0.0000
mad_communication,mad:test/174_1,1VODpmWTj_A,4.0387,r7,ref_zero,1.7808,3.4857,1.5710,0.5224,18.7177,0.0000,0.0000,0.0000
mad_communication,mad:test/174_1,1VODpmWTj_A,4.0387,raw,mono,1.2295,1.2029,1.1124,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/190_1,2QaJBTR0IAQ,9.0000,gtcrn_pretrained,mono,2.8565,3.4750,2.4671,0.3356,14.8481,nan,nan,nan
mad_communication,mad:test/190_1,2QaJBTR0IAQ,9.0000,r7,ref_dup,2.4931,3.6379,1.9531,1.0000,42.1291,0.7770,0.1223,0.0089
mad_communication,mad:test/190_1,2QaJBTR0IAQ,9.0000,r7,ref_zero,2.8165,3.0364,2.3028,0.1862,9.0196,0.0000,0.0000,0.0000
mad_communication,mad:test/190_1,2QaJBTR0IAQ,9.0000,raw,mono,3.4249,2.5104,2.4720,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/208_1,Zm_fPbLqkwU,9.0000,gtcrn_pretrained,mono,2.4047,3.9797,2.0816,0.5222,23.3255,nan,nan,nan
mad_communication,mad:test/208_1,Zm_fPbLqkwU,9.0000,r7,ref_dup,2.6789,3.7384,2.0872,1.0000,33.8387,0.8112,0.0887,0.0018
mad_communication,mad:test/208_1,Zm_fPbLqkwU,9.0000,r7,ref_zero,2.1164,3.1843,1.6619,0.1400,11.0629,0.0000,0.0000,0.0000
mad_communication,mad:test/208_1,Zm_fPbLqkwU,9.0000,raw,mono,1.0406,1.1682,1.0266,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/241_5,4h7MAdyQZLw,4.0000,gtcrn_pretrained,mono,3.4808,4.1450,3.2577,0.1610,6.6692,nan,nan,nan
mad_communication,mad:test/241_5,4h7MAdyQZLw,4.0000,r7,ref_dup,2.6401,3.8763,2.0883,1.0000,41.3076,0.6653,0.1952,0.0159
mad_communication,mad:test/241_5,4h7MAdyQZLw,4.0000,r7,ref_zero,3.2527,3.8959,2.9199,0.0678,3.7383,0.0000,0.0000,0.0000
mad_communication,mad:test/241_5,4h7MAdyQZLw,4.0000,raw,mono,3.4337,3.6649,2.9247,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/245_15,Gezu6A9zcLU,7.0000,gtcrn_pretrained,mono,2.5882,3.6080,2.2501,0.5143,22.6505,nan,nan,nan
mad_communication,mad:test/245_15,Gezu6A9zcLU,7.0000,r7,ref_dup,2.5228,3.6639,1.9182,1.0000,40.7369,0.9163,0.0501,0.0114
mad_communication,mad:test/245_15,Gezu6A9zcLU,7.0000,r7,ref_zero,2.0043,3.4292,1.8097,0.4114,15.4902,0.0000,0.0000,0.0000
mad_communication,mad:test/245_15,Gezu6A9zcLU,7.0000,raw,mono,1.1871,1.1405,1.1064,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/252_0,3mSzoHeQDhU,3.0000,gtcrn_pretrained,mono,2.9380,3.6094,2.5345,0.0828,5.5669,nan,nan,nan
mad_communication,mad:test/252_0,3mSzoHeQDhU,3.0000,r7,ref_dup,2.4306,3.6395,1.8741,1.0000,45.4465,0.7421,0.1270,0.0000
mad_communication,mad:test/252_0,3mSzoHeQDhU,3.0000,r7,ref_zero,3.1585,2.6763,2.2577,0.0345,2.9584,0.0000,0.0000,0.0000
mad_communication,mad:test/252_0,3mSzoHeQDhU,3.0000,raw,mono,3.4136,1.8661,2.0021,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/256_1,ma9iw-EDiAE,4.0000,gtcrn_pretrained,mono,1.7746,3.2555,1.3792,0.9741,38.3967,nan,nan,nan
mad_communication,mad:test/256_1,ma9iw-EDiAE,4.0000,r7,ref_dup,2.5835,3.9180,2.0396,1.0000,48.8954,0.8695,0.0717,0.0000
mad_communication,mad:test/256_1,ma9iw-EDiAE,4.0000,r7,ref_zero,1.7659,2.6160,1.4164,0.5337,21.3840,0.0000,0.0000,0.0000
mad_communication,mad:test/256_1,ma9iw-EDiAE,4.0000,raw,mono,1.1757,1.1666,1.0873,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/258_56,J6xx3eTlFFo,6.0000,gtcrn_pretrained,mono,2.7296,3.8805,2.4631,0.1723,7.0007,nan,nan,nan
mad_communication,mad:test/258_56,J6xx3eTlFFo,6.0000,r7,ref_dup,2.4363,3.5032,1.8647,1.0000,39.7974,0.6691,0.1729,0.0000
mad_communication,mad:test/258_56,J6xx3eTlFFo,6.0000,r7,ref_zero,2.7085,3.3974,2.2779,0.0574,4.2817,0.0000,0.0000,0.0000
mad_communication,mad:test/258_56,J6xx3eTlFFo,6.0000,raw,mono,3.0386,2.4704,2.1593,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/296_0,IwBLEXLdfII,5.0000,gtcrn_pretrained,mono,2.7256,3.7478,2.4370,0.0000,1.5074,nan,nan,nan
mad_communication,mad:test/296_0,IwBLEXLdfII,5.0000,r7,ref_dup,2.4728,3.7989,1.9809,1.0000,42.3014,0.5565,0.2707,0.0159
mad_communication,mad:test/296_0,IwBLEXLdfII,5.0000,r7,ref_zero,2.8968,3.7058,2.5468,0.0000,0.3962,0.0000,0.0000,0.0000
mad_communication,mad:test/296_0,IwBLEXLdfII,5.0000,raw,mono,2.9389,3.4577,2.4916,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/388_25,YaRd3uFfoFo,8.0000,gtcrn_pretrained,mono,2.1528,3.4094,1.8864,0.2325,12.4511,nan,nan,nan
mad_communication,mad:test/388_25,YaRd3uFfoFo,8.0000,r7,ref_dup,2.4611,3.5860,1.9126,1.0000,41.3095,0.8220,0.0978,0.0000
mad_communication,mad:test/388_25,YaRd3uFfoFo,8.0000,r7,ref_zero,1.8484,3.0949,1.6168,0.3050,12.9167,0.0000,0.0000,0.0000
mad_communication,mad:test/388_25,YaRd3uFfoFo,8.0000,raw,mono,1.6914,1.4741,1.3403,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/394_12,tXR7Cqb1HpQ,4.0000,gtcrn_pretrained,mono,2.5723,3.9967,2.0839,0.5400,17.5267,nan,nan,nan
mad_communication,mad:test/394_12,tXR7Cqb1HpQ,4.0000,r7,ref_dup,2.8298,3.9641,2.2343,0.9850,32.1828,0.9502,0.0279,0.0000
mad_communication,mad:test/394_12,tXR7Cqb1HpQ,4.0000,r7,ref_zero,2.3555,2.9447,1.6649,0.0300,3.2581,0.0000,0.0000,0.0000
mad_communication,mad:test/394_12,tXR7Cqb1HpQ,4.0000,raw,mono,2.1581,2.7263,1.5716,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/425_1,UccqNrFCZ4o,4.0000,gtcrn_pretrained,mono,2.8566,3.8730,2.4272,0.0050,2.9244,nan,nan,nan
mad_communication,mad:test/425_1,UccqNrFCZ4o,4.0000,r7,ref_dup,2.7872,3.9015,2.1586,1.0000,37.3454,0.9236,0.0359,0.0000
mad_communication,mad:test/425_1,UccqNrFCZ4o,4.0000,r7,ref_zero,2.6953,3.3319,2.1615,0.0850,8.0803,0.0000,0.0000,0.0000
mad_communication,mad:test/425_1,UccqNrFCZ4o,4.0000,raw,mono,2.9128,2.3500,2.0590,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/444_5,fHi5sZB3G9w,3.0000,gtcrn_pretrained,mono,2.7827,3.9934,2.5302,0.0093,2.3188,nan,nan,nan
mad_communication,mad:test/444_5,fHi5sZB3G9w,3.0000,r7,ref_dup,2.6286,3.9045,2.0877,1.0000,43.9653,0.3959,0.5185,0.3386
mad_communication,mad:test/444_5,fHi5sZB3G9w,3.0000,r7,ref_zero,2.7551,3.4482,2.3179,0.0000,1.1840,0.0000,0.0000,0.0000
mad_communication,mad:test/444_5,fHi5sZB3G9w,3.0000,raw,mono,2.8704,2.8665,2.1860,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/451_4,bsDmYS5BorU,5.0000,gtcrn_pretrained,mono,2.9882,3.5705,2.4921,0.1741,8.7926,nan,nan,nan
mad_communication,mad:test/451_4,bsDmYS5BorU,5.0000,r7,ref_dup,2.5881,3.8083,2.1077,1.0000,37.6068,0.7811,0.1178,0.0127
mad_communication,mad:test/451_4,bsDmYS5BorU,5.0000,r7,ref_zero,2.9147,2.8889,2.1881,0.0405,5.2311,0.0000,0.0000,0.0000
mad_communication,mad:test/451_4,bsDmYS5BorU,5.0000,raw,mono,2.7243,1.3051,1.5246,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/467_9,XNbuRkeF1Yo,4.0000,gtcrn_pretrained,mono,3.1542,4.0904,2.9367,0.0104,0.7535,nan,nan,nan
mad_communication,mad:test/467_9,XNbuRkeF1Yo,4.0000,r7,ref_dup,2.6451,3.7890,1.9990,1.0000,49.2772,0.4631,0.3825,0.1275
mad_communication,mad:test/467_9,XNbuRkeF1Yo,4.0000,r7,ref_zero,3.1095,3.9513,2.8234,0.0000,1.1060,0.0000,0.0000,0.0000
mad_communication,mad:test/467_9,XNbuRkeF1Yo,4.0000,raw,mono,3.1724,3.8015,2.8059,0.0000,0.0000,nan,nan,nan
mad_communication,mad:test/477_9,tuThyjzSzkA,10.0000,gtcrn_pretrained,mono,2.6823,3.2696,2.1873,0.2940,12.3776,nan,nan,nan
mad_communication,mad:test/477_9,tuThyjzSzkA,10.0000,r7,ref_dup,2.7603,3.9288,2.2234,1.0000,37.5728,0.6507,0.1901,0.0000
mad_communication,mad:test/477_9,tuThyjzSzkA,10.0000,r7,ref_zero,2.8656,2.5746,2.0377,0.0559,5.8964,0.0000,0.0000,0.0000
mad_communication,mad:test/477_9,tuThyjzSzkA,10.0000,raw,mono,3.3271,2.2124,2.1936,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/001_0,_zPFYjW8EF8,6.0000,gtcrn_pretrained,mono,2.5645,3.7377,2.2795,0.3300,17.6910,nan,nan,nan
mad_communication,mad:training/001_0,_zPFYjW8EF8,6.0000,r7,ref_dup,2.6160,3.6821,2.0424,1.0000,43.8814,0.9441,0.0266,0.0000
mad_communication,mad:training/001_0,_zPFYjW8EF8,6.0000,r7,ref_zero,2.7326,2.8269,2.1267,0.1700,10.2025,0.0000,0.0000,0.0000
mad_communication,mad:training/001_0,_zPFYjW8EF8,6.0000,raw,mono,1.2260,1.1338,1.1441,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/002_2,gRMz4ZEN4Bg,6.0325,gtcrn_pretrained,mono,2.4404,3.6633,2.1495,0.4850,25.4767,nan,nan,nan
mad_communication,mad:training/002_2,gRMz4ZEN4Bg,6.0325,r7,ref_dup,2.4773,3.4636,1.9165,1.0000,44.5909,1.0000,0.0000,0.0000
mad_communication,mad:training/002_2,gRMz4ZEN4Bg,6.0325,r7,ref_zero,2.2853,2.6838,1.7992,0.1960,10.6196,0.0000,0.0000,0.0000
mad_communication,mad:training/002_2,gRMz4ZEN4Bg,6.0325,raw,mono,1.1809,1.1324,1.0857,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/003_5,eqSEgOfQ1HI,4.0170,gtcrn_pretrained,mono,2.9132,3.9422,2.6662,0.4200,19.0100,nan,nan,nan
mad_communication,mad:training/003_5,eqSEgOfQ1HI,4.0170,r7,ref_dup,2.5484,3.7063,1.9763,1.0000,44.1404,1.0000,0.0000,0.0000
mad_communication,mad:training/003_5,eqSEgOfQ1HI,4.0170,r7,ref_zero,2.5837,3.0607,2.0951,0.2700,10.5530,0.0000,0.0000,0.0000
mad_communication,mad:training/003_5,eqSEgOfQ1HI,4.0170,raw,mono,3.3969,2.3137,2.2662,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/005_1,WNW3I8z6WBQ,4.0403,gtcrn_pretrained,mono,2.6785,3.5253,2.1077,0.0050,5.6783,nan,nan,nan
mad_communication,mad:training/005_1,WNW3I8z6WBQ,4.0403,r7,ref_dup,2.7009,3.9617,2.0765,1.0000,36.2420,0.9304,0.0354,0.0000
mad_communication,mad:training/005_1,WNW3I8z6WBQ,4.0403,r7,ref_zero,2.6307,3.3771,2.0287,0.0000,4.7621,0.0000,0.0000,0.0000
mad_communication,mad:training/005_1,WNW3I8z6WBQ,4.0403,raw,mono,2.3187,2.2753,1.5424,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/006_3,AvSEHXGx-xU,5.0154,gtcrn_pretrained,mono,2.2524,3.6237,2.0017,0.5691,24.3978,nan,nan,nan
mad_communication,mad:training/006_3,AvSEHXGx-xU,5.0154,r7,ref_dup,2.5416,3.8508,2.0479,1.0000,46.9014,0.6791,0.1746,0.0000
mad_communication,mad:training/006_3,AvSEHXGx-xU,5.0154,r7,ref_zero,2.3490,3.6516,2.0761,0.5407,20.3773,0.0000,0.0000,0.0000
mad_communication,mad:training/006_3,AvSEHXGx-xU,5.0154,raw,mono,3.2887,3.2533,2.6680,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/007_3,NiQ481TD8ag,5.0154,gtcrn_pretrained,mono,2.6566,3.9460,2.3847,0.5360,24.6946,nan,nan,nan
mad_communication,mad:training/007_3,NiQ481TD8ag,5.0154,r7,ref_dup,2.5800,3.8747,1.9869,1.0000,40.8340,0.9698,0.0127,0.0000
mad_communication,mad:training/007_3,NiQ481TD8ag,5.0154,r7,ref_zero,2.4199,3.2815,2.0118,0.4560,15.7893,0.0000,0.0000,0.0000
mad_communication,mad:training/007_3,NiQ481TD8ag,5.0154,raw,mono,3.2776,2.2188,2.1326,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/009_8,Bpfbw-lccQw,4.0000,gtcrn_pretrained,mono,2.9358,3.9882,2.6948,0.0432,2.8265,nan,nan,nan
mad_communication,mad:training/009_8,Bpfbw-lccQw,4.0000,r7,ref_dup,2.5160,3.6866,2.0243,1.0000,46.0169,0.2905,0.5418,0.2869
mad_communication,mad:training/009_8,Bpfbw-lccQw,4.0000,r7,ref_zero,2.4656,3.6942,2.1666,0.0360,3.3880,0.0000,0.0000,0.0000
mad_communication,mad:training/009_8,Bpfbw-lccQw,4.0000,raw,mono,2.8159,3.1323,2.3513,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/017_3,V1NJPSZZBsk,7.0124,gtcrn_pretrained,mono,2.7557,3.9303,2.4757,0.4565,20.1184,nan,nan,nan
mad_communication,mad:training/017_3,V1NJPSZZBsk,7.0124,r7,ref_dup,2.6272,3.8670,2.0827,1.0000,42.4581,0.4610,0.2955,0.0023
mad_communication,mad:training/017_3,V1NJPSZZBsk,7.0124,r7,ref_zero,2.6969,3.4135,2.2596,0.2019,10.6244,0.0000,0.0000,0.0000
mad_communication,mad:training/017_3,V1NJPSZZBsk,7.0124,raw,mono,3.4590,2.1823,2.2927,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/018_5,hfOL6s2bGoA,10.0000,gtcrn_pretrained,mono,2.8920,3.6744,2.5245,0.1458,7.7888,nan,nan,nan
mad_communication,mad:training/018_5,hfOL6s2bGoA,10.0000,r7,ref_dup,2.4175,3.7240,1.9442,1.0000,36.3488,0.7886,0.1118,0.0032
mad_communication,mad:training/018_5,hfOL6s2bGoA,10.0000,r7,ref_zero,3.0395,3.1573,2.4132,0.0063,2.9115,0.0000,0.0000,0.0000
mad_communication,mad:training/018_5,hfOL6s2bGoA,10.0000,raw,mono,1.1891,1.0807,1.1191,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/020_0,wavCf3JrwbE,4.0000,gtcrn_pretrained,mono,1.7239,3.6036,1.3677,0.5300,20.7591,nan,nan,nan
mad_communication,mad:training/020_0,wavCf3JrwbE,4.0000,r7,ref_dup,2.7030,3.9384,2.1118,1.0000,39.1544,1.0000,0.0000,0.0000
mad_communication,mad:training/020_0,wavCf3JrwbE,4.0000,r7,ref_zero,1.8955,3.6031,1.4858,0.7200,25.5823,0.0000,0.0000,0.0000
mad_communication,mad:training/020_0,wavCf3JrwbE,4.0000,raw,mono,0.8632,0.9368,0.8144,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/023_1,ioTIUb_7y74,4.0170,gtcrn_pretrained,mono,2.8974,3.9418,2.6323,0.3100,14.5387,nan,nan,nan
mad_communication,mad:training/023_1,ioTIUb_7y74,4.0170,r7,ref_dup,2.7042,3.8020,2.1554,1.0000,42.5957,0.6703,0.1818,0.0000
mad_communication,mad:training/023_1,ioTIUb_7y74,4.0170,r7,ref_zero,2.7344,3.5007,2.3440,0.2050,9.8519,0.0000,0.0000,0.0000
mad_communication,mad:training/023_1,ioTIUb_7y74,4.0170,raw,mono,3.3390,2.1720,2.1991,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/024_1,9TeyGsEA0_g,10.0000,gtcrn_pretrained,mono,2.7900,3.8191,2.5069,0.0519,3.5664,nan,nan,nan
mad_communication,mad:training/024_1,9TeyGsEA0_g,10.0000,r7,ref_dup,2.3869,3.8264,1.8239,1.0000,43.7960,0.5318,0.2716,0.0000
mad_communication,mad:training/024_1,9TeyGsEA0_g,10.0000,r7,ref_zero,2.7374,3.7106,2.4124,0.0024,1.3580,0.0000,0.0000,0.0000
mad_communication,mad:training/024_1,9TeyGsEA0_g,10.0000,raw,mono,3.0447,3.2660,2.4052,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/026_0,u3QyF7z3THg,10.0000,gtcrn_pretrained,mono,2.3381,3.8439,2.0805,0.7420,33.2762,nan,nan,nan
mad_communication,mad:training/026_0,u3QyF7z3THg,10.0000,r7,ref_dup,2.8557,3.9929,2.2913,1.0000,43.3333,0.7207,0.1374,0.0000
mad_communication,mad:training/026_0,u3QyF7z3THg,10.0000,r7,ref_zero,2.2869,2.5026,1.6581,0.4740,18.3952,0.0000,0.0000,0.0000
mad_communication,mad:training/026_0,u3QyF7z3THg,10.0000,raw,mono,1.1934,1.1436,1.1036,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/029_5,qRWZi0lQCA0,4.0000,gtcrn_pretrained,mono,2.4620,3.8212,2.1946,0.6650,30.2531,nan,nan,nan
mad_communication,mad:training/029_5,qRWZi0lQCA0,4.0000,r7,ref_dup,2.4622,3.4407,1.9491,1.0000,43.0213,0.7832,0.1155,0.0000
mad_communication,mad:training/029_5,qRWZi0lQCA0,4.0000,r7,ref_zero,2.5261,3.0670,2.0607,0.1800,9.4885,0.0000,0.0000,0.0000
mad_communication,mad:training/029_5,qRWZi0lQCA0,4.0000,raw,mono,2.1627,1.4034,1.4651,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/044_0,MTWdt5DB9k0,4.0170,gtcrn_pretrained,mono,2.2219,3.2272,1.8723,0.1800,11.6591,nan,nan,nan
mad_communication,mad:training/044_0,MTWdt5DB9k0,4.0170,r7,ref_dup,2.6280,3.6216,2.0380,1.0000,41.4817,0.8834,0.0514,0.0000
mad_communication,mad:training/044_0,MTWdt5DB9k0,4.0170,r7,ref_zero,2.1150,2.8574,1.7115,0.1000,8.3179,0.0000,0.0000,0.0000
mad_communication,mad:training/044_0,MTWdt5DB9k0,4.0170,raw,mono,1.3349,1.1725,1.1664,0.0000,0.0000,nan,nan,nan
mad_communication,mad:training/051_6,training/051,3.0186,gtcrn_pretrained,mono,3.1707,3.9233,2.8298,0.2400,11.3293,nan,nan,nan
mad_communication,mad:training/051_6,training/051,3.0186,r7,ref_dup,2.6169,3.6950,2.0241,1.0000,38.3918,0.7272,0.1368,0.0000
mad_communication,mad:training/051_6,training/051,3.0186,r7,ref_zero,3.1237,3.1017,2.4210,0.0467,5.8632,0.0000,0.0000,0.0000
