system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
cascade:runs/r7_e256_wr64_refiner/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_23796048,11.730262756347656,11.507535934448242,0.9424995696987117,1.94203519821167,3.293740811905056,2.9876332180038068,2.5089465881959008,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0001,changing_-10,changing,-10.0,False,False,,,ls:87-121553-0085,11.463650703430176,11.141988754272461,0.8879250365949094,1.951016902923584,3.254134390328564,3.8339174884686207,2.8978280019323037,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:4051-10927-0023,13.367352485656738,13.206205368041992,0.9051172475944297,1.9752386808395386,2.8369729818734846,3.524994060793396,2.4580688351767868,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:328-129766-0003,6.205646991729736,5.086622714996338,0.8470830830790764,1.365984559059143,2.8607663890195627,2.979265044150399,2.2336505038952765,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1926-147979-0020,8.84456729888916,8.247734069824219,0.8675777791487453,1.8601901531219482,2.508035203394681,3.3265454715466247,2.132744698652528,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0045,11.872522354125977,12.115979194641113,0.8955175261354834,2.551698684692383,2.9092231909766912,3.7498578208163407,2.5734629386198997,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0006,changing_-10,changing,-10.0,False,False,,,ls:4830-25904-0015,9.560586929321289,9.098154067993164,0.8483310409513392,2.008117437362671,2.4677923881558392,3.176315761561673,2.0825858264306776,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0007,changing_-10,changing,-10.0,False,False,,,ls:6147-34607-0019,17.38584327697754,17.9134521484375,0.9203353504167675,3.303405284881592,3.3196151821924524,4.029263398879372,3.0476235356864376,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0089,5.258452415466309,3.7232303619384766,0.8032283808615419,1.4948914051055908,2.4060452784014,3.221063623513025,2.0386343863294822,nan,
cascade:runs/r7_e256_wr64_refiner/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27749161,11.625020980834961,11.98755168914795,0.9476205715661783,2.2766618728637695,2.742807769440356,3.7761969703207647,2.344150013722815,nan,
