system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_23796048,9.503374099731445,9.05563735961914,0.8808255769515014,1.5521011352539062,3.159636228777203,3.2707666046456874,2.5450713480048046,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0001,changing_-10,changing,-10.0,False,False,,,ls:87-121553-0085,10.126632690429688,9.684367179870605,0.8829373007843795,1.8185491561889648,3.169284429604211,3.5710670466051337,2.7439448114741802,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:4051-10927-0023,12.139087677001953,11.914852142333984,0.8838210758212184,1.9415314197540283,2.5147267474096826,3.578600200519769,2.2083387964530017,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:328-129766-0003,4.64695930480957,2.8278703689575195,0.833559046340873,1.3049744367599487,2.515476442095725,3.142828450790661,2.0347408200894264,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1926-147979-0020,7.001612186431885,6.038664817810059,0.8265124547994838,1.5863674879074097,2.2976433231092193,3.6441860101551713,2.0626006785466413,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0045,11.033109664916992,10.93626594543457,0.8820325135506836,2.3721022605895996,2.8383751224781157,3.8623053709887243,2.5661686614524064,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0006,changing_-10,changing,-10.0,False,False,,,ls:4830-25904-0015,8.562582015991211,8.000724792480469,0.8389665974045504,2.0081558227539062,2.3631503898125152,3.511777802506969,2.105437152123587,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0007,changing_-10,changing,-10.0,False,False,,,ls:6147-34607-0019,14.796693801879883,15.002481460571289,0.8822895037765944,2.707167625427246,3.161325020999779,3.9807862909429286,2.8849566839682073,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0089,4.684026718139648,2.8949666023254395,0.788562930532412,1.5190411806106567,2.298922101000211,3.4694252234306835,2.0314649944004683,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27749161,9.645301818847656,9.223795890808105,0.912365896157001,2.04504656791687,2.818001393864088,3.747148246712861,2.422057632010689,nan,
