system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
ckpt:runs/r6_e256/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_23796048,10.03581428527832,9.665799140930176,0.9158964928986348,1.5578027963638306,3.2348790900807236,2.910595855515898,2.4464962630605087,nan,
ckpt:runs/r6_e256/best.pt,0001,changing_-10,changing,-10.0,False,False,,,ls:87-121553-0085,10.82552719116211,10.457640647888184,0.8778950193706864,1.9020880460739136,3.227221385801043,3.754009606484443,2.851773976617083,nan,
ckpt:runs/r6_e256/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:4051-10927-0023,12.370603561401367,12.145482063293457,0.8883369585938875,1.8103454113006592,2.8493706784701027,3.6959576971445474,2.5122999898909306,nan,
ckpt:runs/r6_e256/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:328-129766-0003,5.235865592956543,3.7207913398742676,0.8336736087018853,1.3054919242858887,2.8976252502345377,3.2467837729249713,2.3868381350877006,nan,
ckpt:runs/r6_e256/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1926-147979-0020,7.213187217712402,6.298377513885498,0.8421711327707846,1.5297642946243286,2.260434124303222,3.4186955068623557,1.978739625720927,nan,
ckpt:runs/r6_e256/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0045,11.208606719970703,11.180952072143555,0.8806073991749614,2.2217962741851807,2.826791691388037,3.8608252243780363,2.5649539662126877,nan,
ckpt:runs/r6_e256/best.pt,0006,changing_-10,changing,-10.0,False,False,,,ls:4830-25904-0015,8.88084602355957,8.308320999145508,0.8382714567583782,1.8912239074707031,2.1930374160066,3.1556495074577553,1.8938734884573218,nan,
ckpt:runs/r6_e256/best.pt,0007,changing_-10,changing,-10.0,False,False,,,ls:6147-34607-0019,15.403501510620117,15.796967506408691,0.8880404632602589,2.769365072250366,3.0751242776735044,3.86740099473264,2.7771341716787723,nan,
ckpt:runs/r6_e256/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0089,4.8225202560424805,3.0901196002960205,0.7923430924439715,1.4436495304107666,2.0201108843737963,3.2241464860997877,1.7390897793505904,nan,
ckpt:runs/r6_e256/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27749161,10.380014419555664,10.289968490600586,0.9262307222351931,2.123826503753662,2.7175956397801095,3.6829536423283535,2.31137944703229,nan,
ckpt:runs/r6_e256/best.pt,0010,changing_-10,changing,-10.0,False,True,,,ls:6272-70191-0025,7.933521747589111,7.467978000640869,0.9096027115238433,1.7242714166641235,2.5141634213010544,3.612898226072624,2.2161250606977902,nan,
