system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_23796048,9.534246444702148,9.111128807067871,0.8837188221566138,1.4780340194702148,3.231618817845983,3.1372140239895088,2.5133895085892117,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0001,changing_-10,changing,-10.0,False,False,,,ls:87-121553-0085,10.621889114379883,10.231754302978516,0.8817714746145873,1.8668478727340698,3.2122858456840255,3.66522168749266,2.815518087319208,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:4051-10927-0023,12.106218338012695,11.86922550201416,0.8851464052559344,1.9587836265563965,2.5502769693486522,3.588067297270908,2.243653770250734,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:328-129766-0003,4.657691478729248,2.839064598083496,0.8341497138379393,1.3037879467010498,2.4866953987405562,3.160794839572651,2.0229169845750032,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1926-147979-0020,7.030219554901123,6.08011531829834,0.831265469391114,1.6198598146438599,2.2389490911306993,3.5787477938283265,1.999575429045142,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0045,11.078910827636719,10.987401962280273,0.8874858409992397,2.4258511066436768,2.8618688615559384,3.9457121616135264,2.615685940736614,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0006,changing_-10,changing,-10.0,False,False,,,ls:4830-25904-0015,8.615259170532227,8.04735279083252,0.8403993089744329,1.9693031311035156,2.3478999053733993,3.451228735081073,2.0722293701677876,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0007,changing_-10,changing,-10.0,False,False,,,ls:6147-34607-0019,14.885468482971191,15.086944580078125,0.8835908522118001,2.7160208225250244,3.1391782733275293,4.021436122346272,2.8852667045927105,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0089,4.721564292907715,2.9477829933166504,0.7885304459298853,1.513079285621643,2.1841328620877496,3.4206480730100384,1.9158966848928352,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27749161,10.11746883392334,9.79256820678711,0.9119135193242188,2.0575850009918213,2.915199602935882,3.8762876596224327,2.557594926160827,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0010,changing_-10,changing,-10.0,False,True,,,ls:6272-70191-0025,7.839508056640625,7.205803394317627,0.8943577751856758,1.6047701835632324,2.6222459091306387,3.807669276488056,2.3668769137804415,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0011,changing_-10,changing,-10.0,False,False,,,ls:7447-91186-0013,4.003793716430664,1.8626056909561157,0.8664669718299497,1.3943603038787842,2.494867264616673,3.8587791626661305,2.260520129416869,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359457,12.047920227050781,11.783622741699219,0.8966343698021224,2.0047812461853027,2.7231828496769968,3.8154154252929757,2.4538231853028076,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0013,changing_-10,changing,-10.0,False,False,,,ls:4830-25904-0029,7.211897373199463,6.3427934646606445,0.8328401564669817,1.5684983730316162,2.5648658799480235,3.5350854879586593,2.216318876402402,nan,
ckpt:/workspace/SIH26052/results_r2/runs/vaani_full_r4_ctl/best.pt,0014,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0084,4.945621967315674,3.3663296699523926,0.8826995406189605,1.5181005001068115,2.654621292083709,3.116068794626739,2.17880625630656,nan,
