system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_23796048,5.888294219970703,4.638955116271973,0.8074517000926236,1.1330126523971558,2.7227046687049232,3.490053360300507,2.3409490011473135,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0001,changing_-10,changing,-10.0,False,False,,,ls:87-121553-0085,8.540817260742188,7.888696670532227,0.8549749940024145,1.5450128316879272,3.095691223462147,3.626263929678477,2.714149354248577,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0002,changing_-10,changing,-10.0,False,False,,,ls:4051-10927-0023,9.831379890441895,9.473613739013672,0.8508111129784856,1.440334677696228,2.72859258252897,3.7796115452929717,2.4533639592476537,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0003,changing_-10,changing,-10.0,True,False,,,ls:328-129766-0003,2.8219451904296875,-0.27937227487564087,0.7469006744159605,1.1461251974105835,1.9382861429654747,3.472011112302818,1.7201267386351637,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0004,changing_-10,changing,-10.0,False,False,,,ls:1926-147979-0020,5.281333923339844,3.8027713298797607,0.7620458709493133,1.3667676448822021,1.9397995115214641,3.6430201232101176,1.7971408143408791,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0005,changing_-10,changing,-10.0,True,False,,,ls:2007-132570-0045,7.379231929779053,6.5076422691345215,0.8418524877283425,1.4008582830429077,2.6834167622548013,3.753002268836899,2.4012732458659234,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0006,changing_-10,changing,-10.0,False,False,,,ls:4830-25904-0015,7.182693004608154,6.300001621246338,0.8023852768513159,1.678289771080017,2.2709324311932817,3.6429194732321575,2.048419017900813,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0007,changing_-10,changing,-10.0,False,False,,,ls:6147-34607-0019,12.393083572387695,12.444931030273438,0.8490116126045332,2.0768351554870605,2.936754252455381,3.8850676541375897,2.6540462985559374,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0008,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0089,3.6467795372009277,1.2027863264083862,0.7281049941508979,1.3235173225402832,2.1053609378828098,3.4693892144343574,1.9041453317654073,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27749161,7.838079929351807,7.432947158813477,0.8528845413006413,1.5309010744094849,2.422922223048037,3.8012887671355333,2.108450400744193,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0010,changing_-10,changing,-10.0,False,True,,,ls:6272-70191-0025,7.2264790534973145,6.330874443054199,0.8625643901100933,1.5556957721710205,2.23295740621091,3.6961254791378897,2.006953531103294,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0011,changing_-10,changing,-10.0,False,False,,,ls:7447-91186-0013,2.438951015472412,-1.2292028665542603,0.7500205071758553,1.1477289199829102,2.1251718599572764,3.623335646747255,1.868857570417509,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359457,10.095466613769531,9.686180114746094,0.8601053824542688,1.6276497840881348,2.775390243121842,3.8131412657063093,2.483671300632958,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0013,changing_-10,changing,-10.0,False,False,,,ls:4830-25904-0029,4.961989402770996,3.493997573852539,0.795827869770973,1.3070762157440186,2.552263326397186,3.762363746464886,2.2830605231924586,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0014,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0084,3.078009605407715,0.16568821668624878,0.791855566314653,1.176102638244629,2.3907748887172056,3.0065812593574246,1.987884181796634,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0015,changing_-10,changing,-10.0,False,False,,,ls:6385-34655-0035,12.235499382019043,11.995359420776367,0.9404692201609265,1.5732238292694092,2.5695353956962332,3.6160414677781834,2.2108705404238296,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0016,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359425,12.82969856262207,12.682722091674805,0.922237918792874,2.0700671672821045,3.31404619553126,3.949291704352423,2.9508371043974466,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0017,changing_-10,changing,-10.0,False,False,,,ls:328-129766-0014,2.879704236984253,-0.262626588344574,0.7639740008147918,1.1348097324371338,2.5552506822595844,3.3828708406470045,2.1163540777343166,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0018,changing_-10,changing,-10.0,False,False,,,ls:302-123516-0017,7.047234058380127,6.125037670135498,0.8580343150882506,1.3683795928955078,2.9308165523721343,3.644268772261774,2.5435753384873148,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0019,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24359400,5.723062515258789,4.447417736053467,0.8483128376988813,1.4477241039276123,2.1542131996974363,3.7299236862661163,1.947424680466155,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0020,changing_-10,changing,-10.0,False,False,,,ls:6147-34606-0028,11.741430282592773,11.539944648742676,0.8972447366212987,1.4892034530639648,3.305336103735436,3.7751084200245213,2.9313020236308773,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0021,changing_-10,changing,-10.0,True,False,,,ls:7402-59171-0006,5.117051601409912,4.858112812042236,0.7750687570653128,1.2703533172607422,2.346822055308651,3.5872411154197454,2.08980180138322,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0022,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_25149717,6.852095603942871,5.935739517211914,0.8575980622872413,1.3012206554412842,2.0392998760307317,3.4179180650779406,1.7784410017441388,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0023,changing_-10,changing,-10.0,False,False,,,ls:7447-91187-0025,3.8703393936157227,1.6353449821472168,0.9183007455388946,1.1082638502120972,2.509149344497576,3.6684774848384327,2.2170150418691565,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0024,changing_-10,changing,-10.0,False,False,,,ls:6078-54013-0018,8.613460540771484,8.125542640686035,0.8592958203244894,1.651017665863037,2.775075507390295,3.699767535143466,2.4610913286358724,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0025,changing_-10,changing,-10.0,False,False,,,ls:4051-10927-0014,7.829951763153076,7.050017833709717,0.7959945275058019,1.352927327156067,2.7615311468567167,3.387084831414567,2.351527513936765,nan,
ckpt:/workspace/SIH26052/results_r2/runs/gtcrn_finetuned/best.pt,0026,changing_-10,changing,-10.0,False,False,,,ls:1081-125237-0021,4.4900221824646,2.677168846130371,0.8346373933276968,1.535266399383545,3.013267041021634,3.806969107425287,2.710916585089686,nan,
