id,bucket,variant,snr_out,stoi,pesq_wb
0013,changing_-5,coh zeroed,12.536127090454102,0.9639516773653982,3.3659090995788574
0014,changing_-5,as trained,16.192338943481445,0.9186739943491642,2.6944916248321533
0014,changing_-5,n_hat zeroed,16.257381439208984,0.9190605019614019,2.7290854454040527
0014,changing_-5,ref zeroed,10.122612953186035,0.8024442625848779,1.3481061458587646
0014,changing_-5,coh zeroed,16.15629005432129,0.9197336313128216,2.737367630004883
0015,changing_-5,as trained,9.928997993469238,0.8953154334457408,1.897538423538208
0015,changing_-5,n_hat zeroed,9.948016166687012,0.8957683697840142,1.8943397998809814
0015,changing_-5,ref zeroed,6.085836410522461,0.7966164728137513,1.261177659034729
0015,changing_-5,coh zeroed,9.90926456451416,0.8953399089283226,1.9096577167510986
0016,changing_-5,as trained,9.760858535766602,0.8019268504736187,1.7369749546051025
0016,changing_-5,n_hat zeroed,9.76976203918457,0.801737912424526,1.7376126050949097
0016,changing_-5,ref zeroed,4.04508638381958,0.7261927531907029,1.1306400299072266
0016,changing_-5,coh zeroed,9.739094734191895,0.7999389741932632,1.7623264789581299
0017,changing_-5,as trained,16.9125919342041,0.9796122354232848,3.632101535797119
0017,changing_-5,n_hat zeroed,16.55238914489746,0.9791899839667602,3.590610980987549
0017,changing_-5,ref zeroed,6.664001941680908,0.9355607026037972,2.018677234649658
0017,changing_-5,coh zeroed,17.039949417114258,0.9798126680803667,3.6468470096588135
0018,changing_-5,as trained,11.839303970336914,0.9566561521806433,1.764012098312378
0018,changing_-5,n_hat zeroed,11.863669395446777,0.955588497778527,1.7744383811950684
0018,changing_-5,ref zeroed,4.418713092803955,0.8300296337948935,1.1658769845962524
0018,changing_-5,coh zeroed,11.827178955078125,0.9570035348631304,1.7890034914016724
0019,changing_-5,as trained,13.79001235961914,0.9611181306952199,1.839025616645813
0019,changing_-5,n_hat zeroed,13.679168701171875,0.9605300523504186,1.8469879627227783
0019,changing_-5,ref zeroed,-11.249177932739258,0.6823662320081152,1.0636005401611328
0019,changing_-5,coh zeroed,13.697273254394531,0.9599154103402612,1.8016729354858398
0020,changing_-5,as trained,9.35595417022705,0.8707220005358766,1.430616855621338
0020,changing_-5,n_hat zeroed,9.341108322143555,0.8709880796224551,1.4287190437316895
0020,changing_-5,ref zeroed,6.691599369049072,0.7875727646777884,1.2540315389633179
0020,changing_-5,coh zeroed,9.306985855102539,0.8702154346343465,1.4394850730895996
0021,changing_-5,as trained,19.87139320373535,0.9947042185442532,3.3355813026428223
0021,changing_-5,n_hat zeroed,19.816253662109375,0.9946664870570603,3.3490190505981445
0021,changing_-5,ref zeroed,10.865362167358398,0.9879151938518487,2.527703285217285
0021,changing_-5,coh zeroed,19.86911964416504,0.9944140919068036,3.3632705211639404
