id,bucket,mask_phase_deg,model_snr,model_stoi,model_pesq,oph_snr,oph_stoi,oph_pesq,omag_snr,omag_stoi,omag_pesq
0000,changing_-10,18.142770767211914,11.33587646484375,0.9512563822878668,1.7757309675216675,13.439326286315918,0.9633923823956262,2.1743602752685547,13.555816650390625,0.9869380768334614,3.2651093006134033
0001,changing_-10,6.6440653800964355,21.151798248291016,0.9896036590428746,3.6681904792785645,25.403911590576172,0.9943004517986195,3.9161429405212402,30.834117889404297,0.9962367038866574,4.413754463195801
0002,changing_-10,14.911700248718262,6.94474983215332,0.841743973995438,1.3084795475006104,7.95684289932251,0.8764866489924343,1.421748399734497,8.624659538269043,0.9716351346755958,3.3174681663513184
0003,changing_-10,13.78300952911377,4.488139629364014,0.7884681984408108,1.421173334121704,6.340720176696777,0.8325248835440637,1.5463393926620483,7.269177436828613,0.9659285592618261,3.3782596588134766
0004,changing_-10,13.876161575317383,8.654054641723633,0.8566001212403388,1.7257390022277832,9.736281394958496,0.8916982737335706,1.8863147497177124,12.220540046691895,0.9647248496476682,3.6667237281799316
0005,changing_-10,19.933963775634766,6.92733097076416,0.8259974444214486,1.4618570804595947,8.544055938720703,0.8683410598339417,1.739801049232483,8.30837345123291,0.9413638860768617,3.498948574066162
0006,changing_-10,20.558446884155273,5.747452735900879,0.8444591155857828,1.3742655515670776,7.3582658767700195,0.8768921772182674,1.4903994798660278,7.861942768096924,0.9670948173163589,3.6223862171173096
0007,changing_-10,20.100154876708984,13.865026473999023,0.9569044285483063,1.8897840976715088,15.5595703125,0.9666010169831393,2.0892438888549805,15.627236366271973,0.989701252003139,4.054741859436035
0008,changing_-10,20.583702087402344,5.56975793838501,0.7447940120838816,1.2041716575622559,7.048449516296387,0.7814792551473185,1.3175369501113892,7.224339485168457,0.9682522184672044,3.066197156906128
0009,changing_-10,16.497220993041992,4.3333234786987305,0.6955454900989757,1.2265208959579468,5.833844184875488,0.7385617729287266,1.3601973056793213,8.107641220092773,0.9405634205162134,2.880624532699585
