i,seed,scene,ref_mode,near,wind,m2_bucket,ref_speech_gain_db,snr_db,clipped,n_speech,n_noise,auc_item
0,5150:0,windy_ridge,physical,pos,yes,physical,-9.447797119275744,-11.43489933013916,True,9618,15237,0.7970594167709351
1,5150:1,apc,low_ild,pos,no,-6..+3,2.402529660307472,-13.590044021606445,True,544,56427,0.2536216676235199
2,5150:2,windy_ridge,physical,pos,yes,physical,-16.03905217106589,11.161558151245117,False,11755,3924,0.9246999025344849
3,5150:3,helicopter,physical,pos,no,physical,-9.104919746219359,-13.128962516784668,True,130,92448,0.4394490420818329
4,5150:4,command_post,physical,pos,no,physical,-15.185354968873085,10.35793399810791,False,6798,45953,0.7882209420204163
5,5150:5,firefight,physical,pos,no,physical,-16.112390286614584,26.853267669677734,True,10373,2220,0.9136356115341187
6,5150:6,command_post,physical,pos,no,physical,-12.106561523942531,10.53291130065918,False,7480,18334,0.5973920822143555
7,5150:7,drone,physical,none,yes,physical,-15.591619741560208,8.782857894897461,False,15712,4227,0.8852216601371765
8,5150:8,firefight,low_ild,pos,no,-6..+3,-1.4583117010786424,10.894723892211914,False,9957,23009,0.5859280824661255
9,5150:9,firefight,physical,pos,no,physical,-12.78048536210649,9.189530372619629,True,7537,29918,0.5655350089073181
10,5150:10,helicopter,physical,none,yes,physical,-10.087759870689386,2.9759838581085205,True,7049,30235,0.8519296050071716
11,5150:11,helicopter,physical,pos,yes,physical,-14.808467921390573,-17.52570915222168,True,747,76611,0.646477997303009
12,5150:12,firefight,stereo,unspatialised,yes,-6..+3,-0.5627625303219475,6.7607903480529785,False,22211,22846,0.459101140499115
13,5150:13,patrol,mono,pos,yes,-6..+3,0.0,15.886539459228516,False,9946,7903,0.4999999403953552
14,5150:14,firefight,physical,pos,no,physical,-14.732744264529252,15.758310317993164,True,18532,19837,0.7904828190803528
15,5150:15,apc,stereo,unspatialised,no,-6..+3,-0.8101303162954814,-11.521626472473145,True,659,80098,0.5400354266166687
16,5150:16,firefight,low_ild,none,no,-6..+3,1.1296452901187983,17.667964935302734,False,24625,14443,0.6426344513893127
17,5150:17,apc,physical,pos,no,physical,-13.227454175407864,-28.969078063964844,True,235,46618,0.4509008824825287
18,5150:18,drone,physical,pos,no,physical,-11.486792826976199,17.343181610107422,False,17805,16840,0.5897373557090759
19,5150:19,apc,physical,pos,no,physical,-15.753534606553636,-23.73277473449707,True,367,55523,0.5373595952987671
20,5150:20,helicopter,physical,pos,yes,physical,-10.36008499642261,-18.087162017822266,True,1026,68011,0.6844815611839294
21,5150:21,drone,low_ild,pos,no,-6..+3,-1.4903819523342818,18.152639389038086,False,15188,10538,0.0803171843290329
22,5150:22,helicopter,mono,pos,no,-6..+3,0.0,-15.613641738891602,True,2131,50950,0.5
23,5150:23,drone,low_ild,pos,no,-6..+3,-0.6886461930517171,22.286882400512695,False,11472,12164,0.44580143690109253
24,5150:24,firefight,physical,pos,no,physical,-15.768673050166658,11.676140785217285,True,20564,18220,0.783951997756958
25,5150:25,apc,low_ild,pos,no,-6..+3,-4.036002725901021,-30.351211547851562,True,126,38153,0.5504093766212463
26,5150:26,artillery,low_ild,pos,no,-6..+3,-5.195330169959867,19.493223190307617,True,26131,10775,0.485058069229126
27,5150:27,helicopter,physical,neg,yes,physical,-15.320446620514307,-16.959793090820312,True,342,86698,0.5953515768051147
28,5150:28,helicopter,mono,neg,yes,-6..+3,0.0,-15.92948055267334,True,431,78751,0.5
29,5150:29,helicopter,physical,pos,no,physical,-14.204425977026549,-5.412771224975586,True,1357,72184,0.6853530406951904
30,5150:30,drone,physical,pos,no,physical,-12.673504020392329,26.610963821411133,False,20467,2080,0.8104069828987122
31,5150:31,artillery,physical,pos,no,physical,-16.126876702340144,14.806793212890625,False,28967,10367,0.868126392364502
32,5150:32,command_post,physical,pos,no,physical,-12.429744895083147,1.7356550693511963,False,2355,62543,0.8010914325714111
33,5150:33,command_post,mono,pos,no,-6..+3,0.0,6.245025634765625,False,7078,30515,0.5000000596046448
34,5150:34,windy_ridge,physical,pos,yes,physical,-10.481899097084323,4.760438919067383,False,20398,8124,0.8347716331481934
35,5150:35,apc,physical,none,no,physical,-16.277495624373895,-12.924478530883789,True,1565,57283,0.844168484210968
36,5150:36,firefight,stereo,unspatialised,yes,-6..+3,0.5435284084468606,25.259065628051758,False,24534,1607,0.520468533039093
37,5150:37,command_post,low_ild,pos,no,-6..+3,0.7783404001372816,3.345569133758545,False,3983,52495,0.6693267226219177
38,5150:38,patrol,physical,pos,no,physical,-15.745558687824179,22.79820442199707,False,19567,6092,0.8643639087677002
39,5150:39,patrol,physical,pos,no,physical,-11.1164742314118,17.86318588256836,False,12749,5448,0.7553907036781311
40,5150:40,drone,low_ild,none,no,-6..+3,-5.778605144111424,6.959373474121094,False,15365,27468,0.7859746217727661
41,5150:41,firefight,low_ild,pos,no,-6..+3,-3.959528470662825,14.559086799621582,True,17041,10226,0.516537070274353
42,5150:42,windy_ridge,physical,none,yes,physical,-10.158494058389088,15.265483856201172,False,18054,2867,0.8038843870162964
43,5150:43,artillery,physical,pos,no,physical,-8.73652751843619,10.6947660446167,False,5284,34431,0.7383675575256348
44,5150:44,command_post,physical,none,no,physical,-16.11718502614268,6.60193395614624,False,10857,35449,0.8757261037826538
45,5150:45,drone,physical,neg,yes,physical,-11.85787194290318,12.907639503479004,False,13007,18295,0.8387666344642639
46,5150:46,drone,physical,pos,yes,physical,-16.649318587428567,19.45074462890625,False,11663,5156,0.928045928478241
47,5150:47,windy_ridge,physical,pos,yes,physical,-11.360287799600194,-7.700450897216797,False,2481,14654,0.8306161761283875
48,5150:48,artillery,physical,pos,no,physical,-14.881012427823364,26.589759826660156,False,23764,3148,0.909144937992096
