system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,recovery_s
gf0.85_nb1.5,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24758653,10.456707000732422,10.076482772827148,0.9395687174880267,1.6516095399856567,nan
gf0.85_nb1.5,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24510980,21.638206481933594,21.81715202331543,0.9868411603108762,3.621446132659912,nan
gf0.85_nb1.5,0002,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26687145,6.604458808898926,5.613826751708984,0.826409724368164,1.2903927564620972,nan
gf0.85_nb1.5,0003,changing_-10,changing,-10.0,True,False,,,cvhi:common_voice_hi_27383943,4.996373653411865,3.35530161857605,0.7818608887003864,1.4073898792266846,nan
gf0.85_nb1.5,0004,changing_-10,changing,-10.0,False,False,,,ls:150-126107-0028,8.091658592224121,7.789372444152832,0.832854809524629,1.652327537536621,nan
gf0.85_nb1.5,0005,changing_-10,changing,-10.0,True,False,,,ls:150-132655-0028,6.068108081817627,4.9009013175964355,0.7747090187465202,1.3170104026794434,nan
gf0.85_nb1.5,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_25948419,5.886631011962891,4.6637983322143555,0.8262737552849139,1.4169819355010986,nan
gf0.85_nb1.5,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26007582,13.257855415344238,13.5520601272583,0.9476969651393028,1.9053857326507568,nan
gf0.85_nb1.5,0008,changing_-10,changing,-10.0,False,False,,,ls:1263-139804-0025,5.531976222991943,4.158134460449219,0.7254147242540926,1.2107713222503662,nan
gf0.85_nb1.5,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_24782656,3.6016976833343506,1.2109378576278687,0.6633379671979973,1.1965078115463257,nan
gf0.85_nb1.5,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27005244,7.122261047363281,6.185698509216309,0.8797751424138777,2.264216899871826,nan
gf0.85_nb1.5,0011,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24386849,9.539066314697266,9.146965980529785,0.8337785682442534,1.6459245681762695,nan
gf0.85_nb1.5,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24228493,11.930822372436523,11.90351676940918,0.9513969002209108,2.881744146347046,nan
gf0.85_nb1.5,0013,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26008620,14.172944068908691,14.793829917907715,0.8349963969300992,2.004038095474243,nan
gf0.85_nb1.5,0014,changing_-10,changing,-10.0,False,False,,,ls:1263-139804-0021,14.177979469299316,14.656471252441406,0.9671485144232925,2.525676727294922,nan
gf0.85_nb1.5,0015,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27005397,9.803260803222656,9.346014022827148,0.8962056526595025,1.2933498620986938,nan
gf0.85_nb1.5,0016,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24759380,12.787941932678223,12.554475784301758,0.9526688838806237,2.007995128631592,nan
gf0.85_nb1.5,0017,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_27149958,8.359891891479492,7.781501770019531,0.8431658503656867,1.4082486629486084,nan
gf0.85_nb1.5,0018,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_25180517,7.763535976409912,6.96955680847168,0.6765310417994684,1.2534584999084473,nan
