system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,recovery_s
gf0.70_nb1.5,0000,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24758653,10.371743202209473,9.993492126464844,0.9381587497624548,1.6512916088104248,nan
gf0.70_nb1.5,0001,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24510980,20.519718170166016,20.822742462158203,0.9862097143031968,3.66263747215271,nan
gf0.70_nb1.5,0002,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26687145,6.590887069702148,5.600069999694824,0.8243794674902223,1.2943979501724243,nan
gf0.70_nb1.5,0003,changing_-10,changing,-10.0,True,False,,,cvhi:common_voice_hi_27383943,4.985849380493164,3.3447721004486084,0.7803415123881556,1.4232935905456543,nan
gf0.70_nb1.5,0004,changing_-10,changing,-10.0,False,False,,,ls:150-126107-0028,7.267599582672119,7.025384426116943,0.8316363448187086,1.6145038604736328,nan
gf0.70_nb1.5,0005,changing_-10,changing,-10.0,True,False,,,ls:150-132655-0028,6.054165840148926,4.889090061187744,0.7737603042492129,1.3039281368255615,nan
gf0.70_nb1.5,0006,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_25948419,5.886628150939941,4.665581703186035,0.8279115910253818,1.418771743774414,nan
gf0.70_nb1.5,0007,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26007582,13.087544441223145,13.444400787353516,0.9474027596026282,1.8920111656188965,nan
gf0.70_nb1.5,0008,changing_-10,changing,-10.0,False,False,,,ls:1263-139804-0025,5.515744209289551,4.148662567138672,0.7261387185578528,1.2032955884933472,nan
gf0.70_nb1.5,0009,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_24782656,3.5162365436553955,1.0564444065093994,0.6622468720032408,1.1938831806182861,nan
gf0.70_nb1.5,0010,changing_-10,changing,-10.0,False,True,,,cvhi:common_voice_hi_27005244,7.070850372314453,6.122116565704346,0.8786961100185754,2.2709431648254395,nan
gf0.70_nb1.5,0011,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24386849,9.541284561157227,9.148992538452148,0.8321897810421504,1.6549816131591797,nan
gf0.70_nb1.5,0012,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_24228493,11.825582504272461,11.841845512390137,0.9500948470898694,2.9213454723358154,nan
gf0.70_nb1.5,0013,changing_-10,changing,-10.0,False,False,,,cvhi:common_voice_hi_26008620,14.36442756652832,14.914273262023926,0.83426909451249,1.9614384174346924,nan
gf0.70_nb1.5,0014,changing_-10,changing,-10.0,False,False,,,ls:1263-139804-0021,13.900053024291992,14.477962493896484,0.9657037385873353,2.492180109024048,nan
