system,id,bucket,noise_class,snr_in,clipped,ref_dropout,impulse_peak_db,fault,speech_source,snr_out,si_sdr,stoi,pesq_wb,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,recovery_s,asr_text,category,noise_source,impulse_source
raw,0023,siren_10,changing,10.0,False,False,,,cvhi:common_voice_hi_27860343,8.255545616149902,7.807079315185547,0.9509995269728883,1.822702169418335,3.35228510358651,1.853346826373443,2.0351681069220295,nan,,siren,esc50:siren/3-62878-B-42,
raw,0024,siren_10,changing,10.0,False,False,,,cvhi:common_voice_hi_27761654,7.674300193786621,7.259674072265625,0.8738519783960131,1.3781344890594482,3.335249379198574,2.023344216517965,2.0688643205800825,nan,,siren,esc50:siren/3-62878-B-42,
raw,0025,siren_10,changing,10.0,False,False,,,cvhi:common_voice_hi_24822399,6.53932523727417,6.051490306854248,0.976179876015129,1.9272547960281372,3.3696087424049663,2.3194926823324056,2.328264982637266,nan,,siren,esc50:siren/3-62878-B-42,
raw,0026,siren_10,changing,10.0,False,False,,,ls:1081-128618-0013,8.899016380310059,8.481891632080078,0.9029880251044287,1.5256319046020508,2.826124537046692,1.9786576593301655,1.908901739792992,nan,,siren,esc50:siren/3-62878-A-42,
raw,0027,siren_10,changing,10.0,False,False,,,cvhi:common_voice_hi_24977128,6.862986087799072,7.075121879577637,0.9058837849719162,1.0921615362167358,3.3699201671817076,2.595741690678566,2.3224872111215946,nan,,siren,esc50:siren/3-62878-B-42,
raw,0028,siren_10,changing,10.0,False,False,,,cvhi:common_voice_hi_24359462,8.59306526184082,8.152867317199707,0.9776565931822062,2.2027676105499268,3.444298962119758,2.031751842438632,2.2067735032584928,nan,,siren,esc50:siren/3-62878-B-42,
raw,0029,siren_10,changing,10.0,True,False,,,cvhi:common_voice_hi_24758330,6.932291507720947,6.349896430969238,0.9389149026330543,1.4345173835754395,3.6012594335414456,2.324643036310158,2.338934010319889,nan,,siren,esc50:siren/3-62878-A-42,
raw,0030,siren_10,changing,10.0,False,False,,,ls:1926-147987-0019,9.217158317565918,8.91909408569336,0.9441942988315123,1.477630376815796,2.6603721928165482,1.556672012281853,1.5269772534187125,nan,,siren,esc50:siren/3-62878-A-42,
raw,0031,siren_10,changing,10.0,False,False,,,cvhi:common_voice_hi_27860078,9.334468841552734,8.953168869018555,0.8927833009068508,1.5004403591156006,1.378499735359451,1.3389470923786706,1.153654345643524,nan,,siren,esc50:siren/3-62878-A-42,
raw,0032,siren_10,changing,10.0,True,False,,,cvhi:common_voice_hi_25150868,7.762504577636719,6.988513946533203,0.9258077425506069,1.3582730293273926,3.299568781236859,2.0519120154292283,2.1285131773100083,nan,,siren,esc50:siren/3-62878-A-42,
raw,0033,siren_10,changing,10.0,False,False,,,ls:1081-125237-0009,6.003086566925049,5.7520647048950195,0.891750801380591,1.4747190475463867,3.5103151285372762,2.458309938401847,2.4087983764977117,nan,,siren,esc50:siren/3-62878-A-42,
raw,0034,siren_10,changing,10.0,False,False,,,cvhi:common_voice_hi_23796046,8.886406898498535,8.63579273223877,0.9248754032337506,1.8271048069000244,2.5888098935820762,1.4062274361981344,1.5340492961327645,nan,,siren,esc50:siren/3-62878-B-42,
raw,0035,siren_10,changing,10.0,False,False,,,ls:1081-125237-0067,9.681137084960938,9.380416870117188,0.9445576354512237,1.853320837020874,3.515202318991511,2.703461318785633,2.572633424014018,nan,,siren,esc50:siren/3-62878-B-42,
raw,0000,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_23796064,11.559500694274902,11.493983268737793,0.9072978347830137,1.7008533477783203,1.758302638823122,1.4786220484737223,1.3661841472443876,nan,,siren,esc50:siren/3-62878-A-42,
raw,0001,siren_15,changing,15.0,True,False,,,cvhi:common_voice_hi_25188958,11.801847457885742,12.000384330749512,0.935182496199222,2.106126070022583,2.712716933895001,2.219534271721487,1.8674820524363416,nan,,siren,esc50:siren/3-62878-B-42,
raw,0002,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_26151857,7.254531383514404,7.781229496002197,0.9213534502373358,2.1248843669891357,3.2674060678960215,2.259135454127241,2.1433379193582978,nan,,siren,esc50:siren/3-62878-B-42,
raw,0003,siren_15,changing,15.0,False,True,,,cvhi:common_voice_hi_26152012,11.865873336791992,11.940397262573242,0.9880736655335884,2.4654507637023926,3.26488404623468,2.095189127128001,1.9950111466336637,nan,,siren,esc50:siren/3-62878-B-42,
raw,0004,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_23796049,11.281871795654297,11.004486083984375,0.9273008836381248,1.6105737686157227,3.2810567209104042,2.398846307385977,2.238216565329773,nan,,siren,esc50:siren/3-62878-B-42,
raw,0005,siren_15,changing,15.0,False,False,,,ls:1081-125237-0014,14.440317153930664,14.281742095947266,0.8440484065012643,1.7575652599334717,3.6518539681050566,2.8891688257600605,2.745398910112346,nan,,siren,esc50:siren/3-62878-A-42,
raw,0006,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_27749298,13.482879638671875,13.283634185791016,0.940527449674997,2.2108750343322754,3.4550290091308695,2.572132240864875,2.386480758552964,nan,,siren,esc50:siren/3-62878-B-42,
raw,0007,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_23833331,5.670652389526367,5.820451259613037,0.9015963725169386,1.7271320819854736,2.821734365636747,2.0997717546729575,1.9379292500726646,nan,,siren,esc50:siren/3-62878-B-42,
raw,0008,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_24225998,10.749734878540039,11.300018310546875,0.9889214250330908,2.0972766876220703,3.6415321944263623,2.902559053238846,2.7566452059855973,nan,,siren,esc50:siren/3-62878-B-42,
raw,0009,siren_15,changing,15.0,False,False,,,ls:1926-147979-0039,12.979792594909668,12.757169723510742,0.9657710358096578,2.2870919704437256,3.331801979316757,2.827111406981052,2.442300117250509,nan,,siren,esc50:siren/3-62878-B-42,
raw,0010,siren_15,changing,15.0,False,False,,,ls:2007-149877-0023,13.295941352844238,13.283121109008789,0.9682026022038949,2.118129253387451,3.487252023252159,2.3378555215345442,2.3369723883854108,nan,,siren,esc50:siren/3-62878-B-42,
raw,0011,siren_15,changing,15.0,False,False,,,ls:2007-149877-0061,9.732292175292969,9.37512493133545,0.9771874385141419,2.1685991287231445,3.510083908352046,2.330090559593947,2.375130642805579,nan,,siren,esc50:siren/3-62878-A-42,
raw,0012,siren_15,changing,15.0,False,True,,,ls:2007-149877-0046,13.267327308654785,13.780414581298828,0.9719007036281588,2.372605562210083,3.464051722159684,2.3817389048249744,2.3897138178166104,nan,,siren,esc50:siren/3-62878-B-42,
raw,0013,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_26152093,6.0501532554626465,6.486660003662109,0.9012886390115178,2.1645901203155518,3.276045011451717,2.6129745691117625,2.279986033601437,nan,,siren,esc50:siren/3-62878-B-42,
raw,0014,siren_15,changing,15.0,False,False,,,ls:1081-128618-0001,13.551828384399414,14.566513061523438,0.9269104615912108,1.8822903633117676,3.565396206050382,2.9781953692255585,2.7225788127799855,nan,,siren,esc50:siren/3-62878-A-42,
raw,0015,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_27860263,11.329692840576172,11.772799491882324,0.930848827451615,1.8628249168395996,3.378322953157891,2.3321197345913105,2.2173185565255773,nan,,siren,esc50:siren/3-62878-B-42,
raw,0016,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_27860336,12.967813491821289,13.305479049682617,0.9447914026393153,1.6542706489562988,3.628813274086636,2.76992207524826,2.6027218906555745,nan,,siren,esc50:siren/3-62878-A-42,
raw,0017,siren_15,changing,15.0,False,False,,,ls:2007-149877-0006,13.062644958496094,13.447648048400879,0.9671260290802784,2.3427107334136963,3.4170826381124857,2.439145900310103,2.3569402362213228,nan,,siren,esc50:siren/3-62878-B-42,
raw,0018,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_27749114,12.175196647644043,12.190323829650879,0.93956473933372,2.0356955528259277,3.330140905411211,2.541726567707332,2.3305747540423023,nan,,siren,esc50:siren/3-62878-B-42,
raw,0019,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_26088211,13.492499351501465,13.380815505981445,0.9703325154788348,1.7079405784606934,3.536744591746246,1.789646173077368,2.047548797249903,nan,,siren,esc50:siren/3-62878-A-42,
raw,0020,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_26152437,5.562984943389893,5.29611873626709,0.9444808002344776,1.2330166101455688,3.6555308364619603,2.472861437032328,2.4671746861875814,nan,,siren,esc50:siren/3-62878-B-42,
raw,0021,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_24758353,11.421703338623047,11.671867370605469,0.9866702775168059,2.647672414779663,3.4624188978282753,2.472499447473512,2.4634177176577725,nan,,siren,esc50:siren/3-62878-B-42,
raw,0022,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_23833328,11.614126205444336,11.409574508666992,0.9325307211561779,1.7536349296569824,2.5178653604855583,1.865608327793857,1.7581444916708515,nan,,siren,esc50:siren/3-62878-A-42,
raw,0023,siren_15,changing,15.0,False,True,,,cvhi:common_voice_hi_25907701,9.1329984664917,9.150551795959473,0.9154437178695808,1.7796679735183716,3.473139554781511,3.060490128806572,2.651684069879357,nan,,siren,esc50:siren/3-62878-B-42,
raw,0024,siren_15,changing,15.0,True,True,,,cvhi:common_voice_hi_24359482,11.13930606842041,10.792911529541016,0.9749082195263444,1.9897944927215576,3.4609832246326926,2.4722959071444808,2.3676518054387743,nan,,siren,esc50:siren/3-62878-B-42,
raw,0025,siren_15,changing,15.0,False,True,,,cvhi:common_voice_hi_25907699,8.64909553527832,8.993414878845215,0.8914932372461092,1.9846034049987793,3.5236871742497056,3.150446866059787,2.729994158267654,nan,,siren,esc50:siren/3-62878-A-42,
raw,0026,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_24360548,11.358222961425781,11.111449241638184,0.9801614702834415,1.7671074867248535,3.731645969965846,2.7766615196976034,2.7116843046748706,nan,,siren,esc50:siren/3-62878-A-42,
raw,0027,siren_15,changing,15.0,False,True,,,cvhi:common_voice_hi_26151892,11.53994083404541,12.290197372436523,0.9210547198790842,1.5959346294403076,3.5195068390337276,1.8217939179837657,2.0746486406083164,nan,,siren,esc50:siren/3-62878-A-42,
raw,0028,siren_15,changing,15.0,False,False,,,ls:2007-132570-0003,12.76257038116455,12.77583122253418,0.9901659447596644,2.201805591583252,3.494325293333857,2.614868626513809,2.4762051046226805,nan,,siren,esc50:siren/3-62878-B-42,
raw,0029,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_23795360,9.155989646911621,9.320985794067383,0.9497620234850044,2.0353267192840576,2.9609029323208995,2.037965382804623,1.8865628902233282,nan,,siren,esc50:siren/3-62878-B-42,
raw,0030,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_23796064,11.524280548095703,11.481573104858398,0.9282437233315083,1.960923194885254,3.147175304626297,2.338044676255305,2.1877167417480488,nan,,siren,esc50:siren/3-62878-B-42,
raw,0031,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_35095470,12.998265266418457,13.115349769592285,0.9671218271495385,2.1199088096618652,3.5118912776505957,2.252533289544972,2.3486330264819317,nan,,siren,esc50:siren/3-62878-B-42,
raw,0032,siren_15,changing,15.0,True,False,,,cvhi:common_voice_hi_25149719,9.147605895996094,8.989775657653809,0.918101864117582,1.3820136785507202,3.4064673813191866,2.045474776152369,2.1254353121969207,nan,,siren,esc50:siren/3-62878-A-42,
raw,0033,siren_15,changing,15.0,False,False,,,cvhi:common_voice_hi_23833333,11.849614143371582,12.107030868530273,0.9348729201588426,2.078508138656616,3.110623008928136,3.332016896140727,2.559958438152796,nan,,siren,esc50:siren/3-62878-A-42,
