i,seed,scene,ref_mode,near,wind,m2_bucket,ref_speech_gain_db,snr_db,clipped,n_speech,n_noise,auc_item
122,77:122,command_post,physical,pos,no,physical,-13.140194847196767,-11.207781791687012,False,2049,14876,0.8986960053443909
123,77:123,helicopter,low_ild,pos,yes,-6..+3,2.2235072403945804,0.7848186492919922,True,3582,26029,0.2720242440700531
124,77:124,windy_ridge,physical,pos,yes,physical,-9.858669317248303,23.852643966674805,False,17265,1562,0.7734004259109497
125,77:125,command_post,mono,pos,no,-6..+3,0.0,-2.3644754886627197,False,4957,39107,0.5000000596046448
126,77:126,firefight,physical,neg,no,physical,-14.253029004798613,11.698101997375488,False,20449,17469,0.9377158284187317
127,77:127,apc,physical,pos,no,physical,-12.695566246504086,-14.967345237731934,True,255,82852,0.5636919140815735
128,77:128,command_post,physical,pos,no,physical,-11.278993388172267,6.759768486022949,False,16194,28282,0.8753883838653564
129,77:129,command_post,low_ild,pos,no,-6..+3,-1.6675152512420794,6.7427754402160645,False,7251,23008,0.5371310114860535
130,77:130,firefight,low_ild,pos,no,-6..+3,-5.140596618938812,20.604473114013672,False,16302,5874,0.3746291399002075
131,77:131,patrol,low_ild,none,no,-6..+3,0.44082042747101013,18.307254791259766,False,10173,23150,0.37523865699768066
132,77:132,windy_ridge,low_ild,none,yes,-6..+3,-4.185233385385935,5.973114490509033,False,16374,4631,0.6718133091926575
133,77:133,patrol,low_ild,pos,no,-6..+3,-2.7908042403310347,31.006746292114258,False,17916,742,0.5068901777267456
134,77:134,command_post,low_ild,pos,no,-6..+3,1.2273762278934797,4.489761829376221,False,10996,21467,0.5797532796859741
135,77:135,windy_ridge,low_ild,pos,yes,-6..+3,1.7530413356861096,-1.7479850053787231,False,6522,15156,0.33693161606788635
136,77:136,apc,stereo,unspatialised,no,-6..+3,-0.7304818698755611,-26.05786895751953,True,223,77643,0.5225231051445007
137,77:137,windy_ridge,physical,neg,yes,physical,-10.130399617690266,1.7511959075927734,False,9104,9149,0.8369077444076538
138,77:138,apc,mono,pos,no,-6..+3,0.0,-11.959805488586426,True,601,60321,0.5
139,77:139,patrol,physical,neg,no,physical,-16.04932568843593,21.177169799804688,False,13254,6738,0.9351480007171631
140,77:140,apc,physical,pos,no,physical,-10.546174587237271,-17.899158477783203,True,458,80403,0.4991907477378845
141,77:141,patrol,low_ild,pos,no,-6..+3,-1.9967230052786107,27.492725372314453,False,20006,2220,0.5307575464248657
142,77:142,helicopter,physical,neg,yes,physical,-16.813753610956887,-28.578149795532227,True,234,52159,0.6730740666389465
143,77:143,command_post,physical,pos,no,physical,-9.586418475742931,7.509743690490723,False,8043,11303,0.9108899831771851
144,77:144,drone,physical,pos,no,physical,-16.83686262666763,18.184465408325195,False,12279,1291,0.965355634689331
145,77:145,apc,low_ild,none,no,-6..+3,-0.129326745881869,-19.829980850219727,True,371,76414,0.49479126930236816
146,77:146,patrol,low_ild,pos,no,-6..+3,-2.791255270216702,36.133338928222656,False,21512,29,0.922122061252594
147,77:147,command_post,low_ild,pos,no,-6..+3,-4.808547214273311,14.492502212524414,False,9543,21303,0.567257821559906
148,77:148,command_post,mono,pos,no,-6..+3,0.0,9.705429077148438,False,8006,13867,0.5000000596046448
149,77:149,patrol,low_ild,pos,no,-6..+3,-3.8898148597460818,35.07785415649414,False,8757,487,0.4068939685821533
150,77:150,firefight,low_ild,pos,yes,-6..+3,-4.053265782380386,16.90040397644043,True,30417,4985,0.22738568484783173
151,77:151,windy_ridge,physical,pos,yes,physical,-14.889588469446078,0.4365599751472473,False,11367,8411,0.859218418598175
152,77:152,firefight,physical,pos,no,physical,-14.664701433509236,14.769876480102539,False,19166,10420,0.7705180644989014
153,77:153,command_post,physical,pos,no,physical,-13.23690147063698,-0.5109550356864929,False,4135,60048,0.8824012279510498
154,77:154,command_post,physical,pos,no,physical,-15.826492861897123,5.08768367767334,False,2474,32197,0.900218665599823
155,77:155,apc,physical,pos,no,physical,-12.468557636335188,-13.26534366607666,True,2827,41268,0.7864357829093933
156,77:156,firefight,low_ild,pos,no,-6..+3,1.603573191513508,17.543676376342773,True,17104,12951,0.2637408673763275
157,77:157,windy_ridge,physical,pos,yes,physical,-10.963518843279772,-11.053805351257324,False,2917,10883,0.7797821760177612
158,77:158,windy_ridge,mono,pos,yes,-6..+3,0.0,-4.410033702850342,False,10392,12259,0.5
159,77:159,patrol,physical,pos,no,physical,-16.15396420099924,35.54000473022461,False,16926,51,0.8359711170196533
160,77:160,drone,physical,neg,no,physical,-16.88467687074501,19.878185272216797,False,19550,6097,0.8318706750869751
161,77:161,artillery,low_ild,pos,no,-6..+3,1.707319398243353,33.76376724243164,True,14651,1015,0.3867723047733307
162,77:162,patrol,physical,pos,yes,physical,-13.879020000937516,24.161575317382812,False,23288,1857,0.8217943906784058
163,77:163,firefight,mono,neg,no,-6..+3,0.0,11.376920700073242,False,12003,7726,0.5000000596046448
164,77:164,patrol,physical,none,no,physical,-13.558233123489181,27.357154846191406,False,22173,1771,0.9818533062934875
165,77:165,firefight,physical,neg,no,physical,-15.19540273124322,19.58727264404297,True,14896,10818,0.9494151473045349
166,77:166,firefight,physical,pos,yes,physical,-15.112096539132235,2.4534687995910645,True,17996,11115,0.8775136470794678
167,77:167,command_post,physical,pos,no,physical,-8.518492244169451,21.448890686035156,False,16636,4300,0.8027766346931458
168,77:168,firefight,mono,pos,no,-6..+3,0.0,12.286529541015625,True,11443,13989,0.5
169,77:169,firefight,physical,pos,no,physical,-16.243589873149293,17.04473876953125,False,16843,3322,0.9236845970153809
170,77:170,patrol,physical,pos,no,physical,-10.399765767465254,26.522499084472656,False,23853,292,0.510882556438446
171,77:171,artillery,physical,pos,no,physical,-13.790527215131803,25.991533279418945,False,14370,959,0.9357462525367737
172,77:172,windy_ridge,physical,pos,yes,physical,-16.50521320222445,14.908171653747559,False,17293,3792,0.9209870100021362
173,77:173,patrol,physical,pos,no,physical,-9.584435556856427,30.84731101989746,False,17990,1150,0.742315411567688
174,77:174,helicopter,physical,neg,yes,physical,-10.348399562944763,-8.747304916381836,True,1141,77493,0.6938190460205078
175,77:175,patrol,physical,pos,no,physical,-12.94271515043092,10.720966339111328,False,8722,12283,0.7779016494750977
176,77:176,patrol,physical,pos,no,physical,-14.21749928623359,14.550479888916016,False,10776,11834,0.6301301717758179
177,77:177,patrol,physical,pos,no,physical,-8.686111256497952,16.588003158569336,False,15328,5542,0.2981123924255371
178,77:178,firefight,physical,none,no,physical,-15.443187007161864,30.751903533935547,False,15586,1837,0.9002302885055542
179,77:179,command_post,low_ild,pos,no,-6..+3,2.7668973216001405,6.9092888832092285,False,4897,50512,0.5116560459136963
180,77:180,artillery,physical,neg,no,physical,-12.313099190030272,19.325481414794922,True,28088,1766,0.8823381066322327
181,77:181,patrol,physical,pos,no,physical,-16.457879115912952,13.504819869995117,False,13963,8177,0.8073024153709412
182,77:182,command_post,physical,pos,no,physical,-16.135313802937134,-0.26754024624824524,False,2563,70207,0.8555729389190674
183,77:183,apc,physical,pos,no,physical,-9.66780432428763,-8.983565330505371,True,738,73409,0.6153172850608826
184,77:184,firefight,mono,none,no,-6..+3,0.0,31.727176666259766,False,19515,682,0.499999463558197
185,77:185,apc,low_ild,pos,no,-6..+3,0.6471509753082287,-9.081226348876953,True,662,69047,0.2890053689479828
186,77:186,helicopter,physical,neg,yes,physical,-14.353259120131211,-1.5221482515335083,True,2711,62925,0.7775184512138367
187,77:187,apc,physical,pos,no,physical,-9.670827053732769,-25.438318252563477,True,309,66776,0.541810154914856
188,77:188,artillery,low_ild,pos,yes,-6..+3,-4.3831482460166455,17.284757614135742,False,25445,2815,0.4302435517311096
189,77:189,command_post,physical,pos,no,physical,-11.632219416887573,-10.46112060546875,False,899,46942,0.8392231464385986
190,77:190,patrol,low_ild,pos,no,-6..+3,-0.3636023113190774,12.232190132141113,False,8669,12527,0.25878849625587463
191,77:191,artillery,low_ild,pos,no,-6..+3,-1.6507424315856234,14.827789306640625,False,12225,6975,0.4674953818321228
192,77:192,command_post,mono,pos,no,-6..+3,0.0,0.15544471144676208,False,3674,66566,0.5
193,77:193,helicopter,physical,none,yes,physical,-12.399249398669632,-13.588897705078125,True,244,59278,0.6768711805343628
194,77:194,artillery,mono,pos,no,-6..+3,0.0,6.265069961547852,False,15395,9861,0.49999988079071045
195,77:195,patrol,low_ild,none,yes,-6..+3,-3.122669995383795,2.780189275741577,False,13206,5176,0.5603703260421753
196,77:196,patrol,physical,pos,yes,physical,-13.52417915670572,5.69065523147583,False,31547,5083,0.8441524505615234
197,77:197,apc,physical,none,no,physical,-10.842617140377584,-15.51992416381836,True,1027,42753,0.7431101202964783
198,77:198,patrol,physical,pos,no,physical,-11.477747295761567,2.5530292987823486,False,13384,14010,0.7266317009925842
199,77:199,patrol,low_ild,pos,no,-6..+3,2.151364344419143,17.025531768798828,False,14945,3676,0.03257733955979347
