i,seed,scene,ref_mode,near,wind,m2_bucket,ref_speech_gain_db,snr_db,clipped,n_speech,n_noise,auc_item
0,101:0,firefight,physical,pos,no,physical,-11.77858955577646,13.182068824768066,True,18987,14147,0.7683538794517517
1,101:1,firefight,low_ild,pos,no,-6..+3,-1.1672121737804524,15.479034423828125,False,11298,4427,0.42590633034706116
2,101:2,helicopter,physical,neg,no,physical,-11.864524897908709,-16.730648040771484,True,176,90222,0.5023270845413208
3,101:3,command_post,mono,pos,no,-6..+3,0.0,6.656434059143066,False,4268,39119,0.5
4,101:4,artillery,low_ild,pos,no,-6..+3,0.04994205570346821,22.217103958129883,False,28489,3137,0.33530646562576294
5,101:5,firefight,physical,pos,no,physical,-13.187417882415787,18.135774612426758,False,16597,8106,0.8068069815635681
6,101:6,command_post,physical,none,no,physical,-14.492699978520967,9.599838256835938,False,7666,23981,0.8947622179985046
7,101:7,artillery,low_ild,pos,no,-6..+3,-1.5566813896093024,21.76140785217285,False,11644,4551,0.28473347425460815
8,101:8,artillery,physical,neg,no,physical,-12.512120814513338,-2.6151318550109863,True,19195,11267,0.9396381378173828
9,101:9,helicopter,low_ild,pos,yes,-6..+3,2.682034846802946,-9.624601364135742,True,1124,67560,0.16776984930038452
10,101:10,apc,physical,pos,no,physical,-15.453047531376015,-6.840765476226807,True,3679,66327,0.7059017419815063
11,101:11,apc,physical,pos,no,physical,-13.741455888555073,-12.129807472229004,True,1319,43342,0.6686338186264038
12,101:12,patrol,mono,pos,no,-6..+3,0.0,26.193130493164062,False,17491,833,0.49999934434890747
13,101:13,helicopter,physical,none,yes,physical,-12.452453324809525,-13.01352310180664,True,324,62447,0.7013655304908752
14,101:14,command_post,low_ild,pos,no,-6..+3,-3.0601430558365834,1.4758660793304443,False,4251,57690,0.3856355547904968
15,101:15,helicopter,low_ild,neg,yes,-6..+3,-0.4266475604328761,-19.636518478393555,True,368,85443,0.5589568614959717
16,101:16,apc,physical,pos,no,physical,-12.54347825419027,-17.249319076538086,True,2221,62999,0.7555821537971497
17,101:17,helicopter,physical,pos,yes,physical,-16.810481705309343,-19.467056274414062,True,77,91130,0.32451456785202026
18,101:18,artillery,physical,pos,no,physical,-18.523042091719567,27.80025863647461,True,32034,3034,0.8382646441459656
19,101:19,command_post,low_ild,none,no,-6..+3,2.3866387636085804,22.03525161743164,False,15169,4306,0.27670496702194214
20,101:20,windy_ridge,physical,pos,yes,physical,-8.551489347894123,22.37577247619629,False,28491,1342,0.7287269234657288
21,101:21,windy_ridge,mono,pos,yes,-6..+3,0.0,-2.3249433040618896,False,8658,10655,0.4999999701976776
22,101:22,apc,physical,pos,no,physical,-11.708946127780044,-6.853961944580078,True,9749,35521,0.7739320993423462
23,101:23,command_post,physical,pos,no,physical,-16.233800001673913,26.0819034576416,False,8994,2289,0.8929173946380615
24,101:24,artillery,mono,pos,no,-6..+3,0.0,-0.9104851484298706,True,12338,16669,0.5
25,101:25,command_post,low_ild,pos,no,-6..+3,-5.800121585335042,18.332138061523438,False,10681,8527,0.4659663438796997
26,101:26,command_post,physical,pos,no,physical,-14.62115097886528,2.8861308097839355,False,6529,58240,0.8880271911621094
27,101:27,artillery,stereo,unspatialised,no,-6..+3,-0.441891427344526,14.561479568481445,False,6883,36374,0.5142704248428345
28,101:28,firefight,physical,pos,yes,physical,-9.300430167914978,8.41036605834961,True,15114,14488,0.7264917492866516
29,101:29,firefight,low_ild,pos,no,-6..+3,2.9009689741703184,22.397037506103516,False,19722,5739,0.07790984958410263
30,101:30,command_post,mono,pos,no,-6..+3,0.0,5.088961601257324,False,6685,45944,0.5
31,101:31,command_post,physical,pos,no,physical,-16.73613842087145,9.838984489440918,False,6666,19931,0.8615548014640808
32,101:32,artillery,physical,pos,no,physical,-10.451348913188234,18.577587127685547,False,21142,3156,0.818638265132904
33,101:33,apc,physical,pos,no,physical,-8.561177439452969,-16.610595703125,True,348,70475,0.5850068926811218
34,101:34,artillery,low_ild,pos,no,-6..+3,-4.643872585982422,26.16525650024414,True,27093,4184,0.46535947918891907
35,101:35,drone,low_ild,pos,yes,-6..+3,-1.181060134381859,9.862075805664062,False,10529,9275,0.27199286222457886
36,101:36,patrol,low_ild,pos,no,-6..+3,0.12963999814629545,20.571840286254883,False,23331,2978,0.11837376654148102
37,101:37,command_post,physical,pos,no,physical,-13.062079601188536,18.64108657836914,False,10034,7263,0.8855399489402771
38,101:38,apc,physical,none,no,physical,-12.461714571499964,-6.191332817077637,True,4965,50558,0.8287919759750366
39,101:39,patrol,physical,none,no,physical,-13.056752905230901,30.140762329101562,False,16748,568,0.9633910655975342
40,101:40,firefight,physical,pos,no,physical,-11.051071431623477,3.1622660160064697,True,19086,9497,0.8544464707374573
41,101:41,patrol,mono,neg,no,-6..+3,0.0,24.321706771850586,False,10518,6331,0.5000000596046448
42,101:42,drone,mono,pos,no,-6..+3,0.0,18.840267181396484,False,17597,2755,0.5000000596046448
43,101:43,firefight,low_ild,pos,no,-6..+3,-1.2814522731917393,12.327678680419922,True,5006,20586,0.15219050645828247
44,101:44,drone,physical,pos,no,physical,-16.43114487567798,12.411344528198242,False,10812,14822,0.935660719871521
45,101:45,command_post,mono,pos,no,-6..+3,0.0,8.796948432922363,False,7309,44026,0.4999999403953552
46,101:46,firefight,physical,pos,no,physical,-10.464075374929756,14.670316696166992,True,16657,14463,0.5750540494918823
47,101:47,helicopter,physical,pos,yes,physical,-17.983380458689997,-0.5606504678726196,True,3018,40393,0.7553958296775818
48,101:48,firefight,mono,pos,no,-6..+3,0.0,-8.776290893554688,True,7739,25179,0.4999999701976776
49,101:49,apc,mono,pos,no,-6..+3,0.0,-19.571979522705078,True,230,67954,0.5
50,101:50,command_post,physical,neg,no,physical,-14.815332749691784,-2.455167770385742,False,5141,13570,0.9089434146881104
51,101:51,apc,physical,pos,no,physical,-16.36093412476492,-31.096899032592773,True,241,23954,0.5642614960670471
52,101:52,patrol,physical,pos,no,physical,-15.553933434549634,17.9095458984375,False,15314,19898,0.8724583983421326
53,101:53,apc,physical,none,no,physical,-13.27431761650471,-14.516456604003906,True,457,52927,0.7306862473487854
54,101:54,firefight,low_ild,pos,no,-6..+3,-1.4163965497011368,3.8454508781433105,False,9611,14928,0.26741331815719604
55,101:55,firefight,physical,none,yes,physical,-9.036270790056747,19.779733657836914,False,13014,4002,0.8520404100418091
56,101:56,command_post,low_ild,pos,no,-6..+3,-2.5196258464949466,7.370758056640625,False,5609,46343,0.3241712152957916
57,101:57,command_post,low_ild,pos,no,-6..+3,-3.0065334703231557,-5.911468505859375,False,1361,61806,0.8163564801216125
58,101:58,patrol,mono,pos,no,-6..+3,0.0,11.199097633361816,False,15446,3785,0.4999999403953552
59,101:59,apc,physical,pos,no,physical,-10.138011354548961,-17.010311126708984,True,639,79539,0.676325798034668
60,101:60,apc,physical,pos,no,physical,-16.575115659578838,-18.844907760620117,True,91,92543,0.5537684559822083
61,101:61,artillery,physical,none,no,physical,-13.756211490472424,29.102874755859375,False,32239,1367,0.9856886267662048
62,101:62,firefight,physical,pos,no,physical,-9.32608203259922,-4.452542781829834,False,5290,28942,0.5232750773429871
63,101:63,helicopter,physical,pos,yes,physical,-10.546510629340588,-13.948200225830078,True,208,88290,0.5157790780067444
64,101:64,drone,low_ild,pos,no,-6..+3,-0.3921477635669959,16.932270050048828,False,20011,2897,0.20998737215995789
65,101:65,patrol,physical,pos,yes,physical,-11.967990366693854,24.510793685913086,False,10378,2085,0.7378127574920654
66,101:66,patrol,physical,pos,no,physical,-16.019703637588478,10.203235626220703,False,20442,9593,0.838655412197113
67,101:67,apc,low_ild,pos,no,-6..+3,-4.086671579600445,-12.846932411193848,True,304,86474,0.29243212938308716
68,101:68,windy_ridge,low_ild,pos,yes,-6..+3,1.1218952773056188,0.10500799864530563,False,14536,8921,0.2921566069126129
69,101:69,firefight,low_ild,neg,no,-6..+3,1.2727845066853334,12.432279586791992,False,14962,27157,0.7626097202301025
70,101:70,firefight,physical,pos,no,physical,-14.782484494489971,25.79859733581543,False,21506,2976,0.7776374220848083
71,101:71,firefight,physical,pos,no,physical,-13.889656048986673,14.242629051208496,True,13145,12215,0.8183122873306274
72,101:72,command_post,physical,neg,no,physical,-8.572380989865934,5.388816833496094,False,10686,36111,0.8969744443893433
73,101:73,patrol,physical,pos,no,physical,-9.166933653435159,30.20235824584961,False,15748,925,0.9303420782089233
74,101:74,drone,low_ild,pos,no,-6..+3,2.237722720172872,25.179349899291992,False,12978,4255,0.5349770188331604
75,101:75,firefight,physical,neg,no,physical,-15.945268787517229,10.501904487609863,False,10904,9504,0.9428847432136536
76,101:76,artillery,physical,pos,no,physical,-12.11388696454182,20.139625549316406,False,17076,3067,0.7833622694015503
77,101:77,artillery,low_ild,neg,no,-6..+3,-0.6797161467697244,12.07119369506836,False,11909,9583,0.8495595455169678
78,101:78,helicopter,mono,pos,yes,-6..+3,0.0,-11.134275436401367,True,1198,73110,0.5000000596046448
79,101:79,apc,physical,pos,no,physical,-12.292015214725993,-19.059707641601562,True,312,69549,0.5507894158363342
80,101:80,patrol,physical,pos,no,physical,-13.090888723430623,19.322500228881836,False,15772,4044,0.91668301820755
81,101:81,patrol,physical,pos,no,physical,-18.095988525548023,23.3785457611084,False,8536,4812,0.8756567239761353
82,101:82,patrol,mono,pos,yes,-6..+3,0.0,28.926448822021484,False,13804,574,0.4999994933605194
83,101:83,firefight,physical,pos,no,physical,-14.396697987462819,6.688961505889893,True,13639,14480,0.8438733220100403
84,101:84,command_post,physical,none,no,physical,-14.053744747134722,7.637836456298828,False,5605,28453,0.8626708984375
85,101:85,helicopter,low_ild,neg,yes,-6..+3,1.4424374337605919,-18.86223030090332,True,280,76832,0.5106568932533264
86,101:86,drone,low_ild,none,no,-6..+3,-2.672270017916773,9.028425216674805,False,8252,10738,0.6012004613876343
87,101:87,helicopter,low_ild,pos,no,-6..+3,0.5311084271984896,-18.652896881103516,True,391,81480,0.30623096227645874
88,101:88,drone,mono,pos,no,-6..+3,0.0,14.494436264038086,False,11250,16271,0.4999999701976776
89,101:89,drone,physical,pos,yes,physical,-14.99167166953061,17.479827880859375,False,8896,8306,0.7657685875892639
90,101:90,drone,physical,pos,no,physical,-11.189793776113675,11.9567289352417,False,17554,5676,0.6621330380439758
91,101:91,command_post,low_ild,pos,no,-6..+3,-0.10155824395640423,-4.360527515411377,False,1793,72514,0.673391580581665
92,101:92,firefight,physical,pos,no,physical,-11.116823160822715,9.78403091430664,True,13465,22536,0.7978768944740295
93,101:93,helicopter,low_ild,pos,yes,-6..+3,-1.1878094467988447,-8.236198425292969,True,792,85379,0.3343266546726227
94,101:94,patrol,physical,pos,no,physical,-12.741806622262644,27.401525497436523,False,19159,1344,0.9733377695083618
95,101:95,command_post,physical,pos,no,physical,-11.832590368653165,3.147928476333618,False,6093,13889,0.7279211282730103
96,101:96,firefight,mono,none,no,-6..+3,0.0,31.385631561279297,True,22341,1098,0.49999964237213135
97,101:97,apc,low_ild,pos,no,-6..+3,0.40050861537847027,-14.556302070617676,True,832,54223,0.23193617165088654
98,101:98,helicopter,low_ild,pos,yes,-6..+3,-5.872483370689817,-15.305961608886719,True,422,83746,0.5496116876602173
99,101:99,drone,low_ild,neg,yes,-6..+3,2.5451974176731227,14.642425537109375,False,5551,6331,0.7417319416999817
100,101:100,patrol,physical,pos,no,physical,-9.32421155471959,20.856502532958984,False,28399,1549,0.6488295793533325
101,101:101,windy_ridge,low_ild,neg,yes,-6..+3,1.72509832728349,5.458201885223389,False,10508,6884,0.4478268027305603
102,101:102,patrol,low_ild,pos,no,-6..+3,-0.8494403535298218,13.92026424407959,False,7683,25548,0.1603613644838333
103,101:103,apc,physical,pos,no,physical,-10.601031673823826,-5.567765712738037,True,1213,73673,0.6317827701568604
104,101:104,artillery,physical,pos,no,physical,-13.319897167665964,17.77055549621582,True,22290,1976,0.6060665249824524
105,101:105,patrol,physical,pos,yes,physical,-15.19541853020732,20.60422706604004,False,14926,23776,0.7810601592063904
106,101:106,drone,mono,pos,no,-6..+3,0.0,20.1817626953125,False,21837,7431,0.49999991059303284
107,101:107,patrol,stereo,unspatialised,no,-6..+3,-0.12682441055849125,21.547584533691406,False,16057,1845,0.5175473093986511
108,101:108,command_post,stereo,unspatialised,no,-6..+3,0.7200696897177039,17.15873908996582,False,14877,9268,0.348829984664917
109,101:109,firefight,physical,none,no,physical,-10.167862857194454,17.252416610717773,True,20324,13661,0.8693225979804993
110,101:110,firefight,mono,pos,no,-6..+3,0.0,12.455376625061035,True,10268,26735,0.4999999403953552
111,101:111,firefight,physical,pos,yes,physical,-10.442160681479091,21.05609893798828,False,18646,3699,0.6290693283081055
112,101:112,patrol,mono,pos,no,-6..+3,0.0,31.066186904907227,False,15479,306,0.5000002384185791
113,101:113,helicopter,physical,pos,yes,physical,-8.998162406597242,-11.222744941711426,True,1551,70755,0.6693301796913147
114,101:114,firefight,stereo,none,no,-6..+3,0.4323526543408427,17.117313385009766,False,16169,15424,0.3767881989479065
115,101:115,command_post,physical,pos,no,physical,-16.67790757042595,16.15810775756836,False,13369,15216,0.9041253328323364
116,101:116,helicopter,physical,pos,yes,physical,-9.130698447058954,-6.760406970977783,True,2228,57011,0.6700253486633301
117,101:117,drone,physical,pos,no,physical,-11.44155821828825,6.02644681930542,False,6981,30516,0.8898216485977173
118,101:118,helicopter,physical,pos,no,physical,-9.799746586007803,-9.45199203491211,True,3397,65696,0.6850486397743225
119,101:119,firefight,low_ild,pos,no,-6..+3,1.454801502285715,21.317129135131836,True,11507,13412,0.12173525989055634
120,101:120,artillery,stereo,unspatialised,no,-6..+3,0.8734376682537999,26.847848892211914,True,20701,1040,0.41129636764526367
121,101:121,helicopter,low_ild,pos,yes,-6..+3,-1.0337738611599185,-8.638344764709473,True,762,63391,0.46091482043266296
122,101:122,firefight,physical,pos,no,physical,-9.295480018695471,-0.20299431681632996,False,12141,19156,0.7184696793556213
123,101:123,drone,stereo,unspatialised,no,-6..+3,0.7846311327752673,9.557202339172363,False,7299,19094,0.3477776348590851
124,101:124,windy_ridge,stereo,unspatialised,yes,-6..+3,0.8000555117165078,-4.609394550323486,False,10827,12253,0.3394140601158142
125,101:125,apc,low_ild,pos,no,-6..+3,0.37534113832263927,-6.732504367828369,True,510,80855,0.22114786505699158
126,101:126,helicopter,physical,pos,yes,physical,-15.175389761636726,-10.990524291992188,True,630,82898,0.5416046380996704
127,101:127,apc,low_ild,neg,no,-6..+3,-5.646879561441978,-7.293684005737305,True,514,71285,0.6449422836303711
128,101:128,patrol,physical,pos,yes,physical,-9.666886811154832,9.635371208190918,False,11781,14102,0.7682477831840515
129,101:129,apc,physical,pos,no,physical,-11.262894497156601,-10.16210651397705,True,1544,53269,0.7322890162467957
130,101:130,windy_ridge,physical,pos,yes,physical,-9.84876805836388,1.0036565065383911,False,22883,7147,0.8193355202674866
131,101:131,apc,mono,pos,no,-6..+3,0.0,-21.13934326171875,True,108,86961,0.5
132,101:132,firefight,mono,neg,no,-6..+3,0.0,14.177412033081055,True,16653,21441,0.5
133,101:133,command_post,low_ild,pos,no,-6..+3,-0.9297718017304035,3.8782730102539062,False,4916,39838,0.6894469261169434
134,101:134,helicopter,physical,pos,yes,physical,-13.516853255506874,-22.426837921142578,True,331,76191,0.6336845755577087
135,101:135,patrol,physical,pos,no,physical,-9.307543652874486,15.84261703491211,False,9687,5149,0.7076643705368042
136,101:136,artillery,physical,pos,no,physical,-13.090171530893326,31.259735107421875,False,21837,680,0.7273030877113342
137,101:137,patrol,physical,pos,yes,physical,-8.948697590986576,6.171262741088867,False,5369,23790,0.7709647417068481
138,101:138,firefight,physical,neg,yes,physical,-10.356078511253664,17.394943237304688,True,22187,5433,0.8602800965309143
139,101:139,drone,stereo,none,no,-6..+3,0.8896258055926012,16.430831909179688,False,10816,4565,0.30570200085639954
140,101:140,firefight,physical,none,no,physical,-10.915741100850934,11.653499603271484,False,20340,16049,0.9288383722305298
141,101:141,command_post,mono,pos,no,-6..+3,0.0,5.566555976867676,False,3660,29069,0.5
142,101:142,patrol,low_ild,pos,no,-6..+3,0.24190773446767366,19.304092407226562,False,19518,3153,0.30557557940483093
143,101:143,artillery,physical,none,no,physical,-12.184979139513857,33.218196868896484,False,12666,440,0.9805405735969543
144,101:144,patrol,physical,pos,no,physical,-15.848633327216852,26.1373233795166,False,19298,1239,0.7260406017303467
145,101:145,artillery,low_ild,pos,yes,-6..+3,1.3853112075521423,32.064430236816406,False,17842,740,0.04957873374223709
146,101:146,command_post,physical,pos,no,physical,-14.273021098859395,-6.973433494567871,False,2589,59647,0.6547941565513611
147,101:147,patrol,low_ild,pos,yes,-6..+3,2.827553074035805,23.84056854248047,False,12756,1708,0.10313262045383453
148,101:148,firefight,physical,pos,yes,physical,-16.516987903450804,6.835906505584717,False,14713,12557,0.8425715565681458
149,101:149,command_post,physical,pos,no,physical,-15.466028291420841,5.858303070068359,False,4856,20712,0.8791733980178833
150,101:150,drone,low_ild,pos,no,-6..+3,-2.3740670572201594,9.716546058654785,False,6088,26059,0.5807874798774719
151,101:151,patrol,low_ild,pos,no,-6..+3,-3.3943876442096723,31.348846435546875,False,15046,543,0.44213584065437317
152,101:152,command_post,low_ild,pos,no,-6..+3,2.3452080356977802,2.0109572410583496,False,7266,41282,0.21871107816696167
153,101:153,drone,low_ild,pos,yes,-6..+3,-3.847710062344987,9.670873641967773,False,10156,8538,0.7061248421669006
154,101:154,apc,physical,pos,no,physical,-15.331830982334411,-13.1266450881958,True,712,81797,0.6056756973266602
